sample,peak,sample number
1489,0,3625
1489,0,3626
1489,0,3627
1491,0,3628
1492,0,3629
1494,0,3630
1495,0,3631
1497,0,3632
1498,0,3633
1498,0,3634
1498,0,3635
1498,0,3636
1499,0,3637
1500,0,3638
1502,0,3639
1506,0,3640
1510,0,3641
1514,0,3642
1518,0,3643
1522,0,3644
1525,0,3645
1527,0,3646
1529,0,3647
1530,0,3648
1531,0,3649
1531,0,3650
1532,0,3651
1533,0,3652
1534,0,3653
1535,0,3654
1536,0,3655
1538,0,3656
1540,0,3657
1541,0,3658
1543,0,3659
1544,0,3660
1545,0,3661
1546,0,3662
1546,0,3663
1547,0,3664
1548,0,3665
1549,0,3666
1550,0,3667
1552,0,3668
1553,0,3669
1554,0,3670
1554,0,3671
1554,0,3672
1554,0,3673
1553,0,3674
1552,0,3675
1551,0,3676
1550,0,3677
1550,0,3678
1551,0,3679
1553,0,3680
1555,0,3681
1557,0,3682
1558,0,3683
1559,0,3684
1558,0,3685
1558,0,3686
1558,0,3687
1558,0,3688
1560,0,3689
1561,0,3690
1563,0,3691
1564,0,3692
1565,0,3693
1564,0,3694
1562,0,3695
1560,0,3696
1558,0,3697
1557,0,3698
1556,0,3699
1556,0,3700
1557,0,3701
1557,0,3702
1557,0,3703
1557,0,3704
1557,0,3705
1557,0,3706
1559,0,3707
1561,0,3708
1564,0,3709
1567,0,3710
1570,0,3711
1572,0,3712
1574,0,3713
1573,0,3714
1572,0,3715
1569,0,3716
1566,0,3717
1563,0,3718
1560,0,3719
1559,0,3720
1559,0,3721
1560,0,3722
1563,0,3723
1565,0,3724
1566,0,3725
1567,0,3726
1566,0,3727
1564,0,3728
1563,0,3729
1561,0,3730
1561,0,3731
1561,0,3732
1563,0,3733
1565,0,3734
1568,0,3735
1570,0,3736
1572,0,3737
1574,0,3738
1574,0,3739
1574,0,3740
1574,0,3741
1573,0,3742
1573,0,3743
1572,0,3744
1573,0,3745
1574,0,3746
1575,0,3747
1576,0,3748
1578,0,3749
1578,0,3750
1579,0,3751
1580,0,3752
1581,0,3753
1582,0,3754
1584,0,3755
1586,0,3756
1588,0,3757
1590,0,3758
1591,0,3759
1590,0,3760
1590,0,3761
1589,0,3762
1589,0,3763
1589,0,3764
1591,0,3765
1593,0,3766
1594,0,3767
1596,0,3768
1597,0,3769
1597,0,3770
1597,0,3771
1597,0,3772
1598,0,3773
1599,0,3774
1600,0,3775
1602,0,3776
1604,0,3777
1605,0,3778
1606,0,3779
1606,0,3780
1604,0,3781
1602,0,3782
1599,0,3783
1596,0,3784
1594,0,3785
1593,0,3786
1595,0,3787
1598,0,3788
1603,0,3789
1608,0,3790
1612,0,3791
1616,0,3792
1618,0,3793
1619,0,3794
1619,0,3795
1618,0,3796
1617,0,3797
1617,0,3798
1617,0,3799
1618,0,3800
1620,0,3801
1621,0,3802
1621,0,3803
1621,0,3804
1620,0,3805
1618,0,3806
1617,0,3807
1616,0,3808
1615,0,3809
1616,0,3810
1618,0,3811
1621,0,3812
1625,0,3813
1629,0,3814
1633,0,3815
1636,0,3816
1639,0,3817
1642,0,3818
1645,0,3819
1649,0,3820
1653,0,3821
1658,0,3822
1662,0,3823
1666,0,3824
1667,0,3825
1666,0,3826
1663,0,3827
1659,0,3828
1653,0,3829
1648,0,3830
1642,0,3831
1637,0,3832
1632,0,3833
1626,0,3834
1619,0,3835
1611,0,3836
1603,0,3837
1595,0,3838
1588,0,3839
1583,0,3840
1580,0,3841
1580,0,3842
1583,0,3843
1587,0,3844
1592,0,3845
1596,0,3846
1600,0,3847
1602,0,3848
1603,0,3849
1601,0,3850
1598,0,3851
1594,0,3852
1590,0,3853
1586,0,3854
1584,0,3855
1583,0,3856
1584,0,3857
1586,0,3858
1589,0,3859
1591,0,3860
1592,0,3861
1592,0,3862
1591,0,3863
1589,0,3864
1586,0,3865
1583,0,3866
1581,0,3867
1578,0,3868
1575,0,3869
1570,0,3870
1563,0,3871
1553,0,3872
1542,0,3873
1531,0,3874
1524,0,3875
1526,0,3876
1543,0,3877
1582,0,3878
1646,0,3879
1735,0,3880
1846,0,3881
1969,0,3882
2093,0,3883
2201,0,3884
2282,0,3885
2323,0,3886
2318,0,3887
2267,0,3888
2173,0,3889
2043,0,3890
1889,0,3891
1718,0,3892
1543,0,3893
1373,0,3894
1216,0,3895
1080,0,3896
972,0,3897
898,0,3898
858,0,3899
854,0,3900
879,0,3901
927,0,3902
989,0,3903
1057,0,3904
1121,0,3905
1179,0,3906
1227,0,3907
1267,0,3908
1302,0,3909
1337,0,3910
1373,0,3911
1415,0,3912
1460,0,3913
1509,0,3914
1559,0,3915
1605,0,3916
1645,0,3917
1677,0,3918
1699,0,3919
1712,0,3920
1717,0,3921
1716,0,3922
1712,0,3923
1707,0,3924
1702,0,3925
1699,0,3926
1698,0,3927
1698,0,3928
1699,0,3929
1700,0,3930
1701,0,3931
1701,0,3932
1701,0,3933
1700,0,3934
1699,0,3935
1698,0,3936
1698,0,3937
1697,0,3938
1697,0,3939
1697,0,3940
1697,0,3941
1697,0,3942
1697,0,3943
1696,0,3944
1695,0,3945
1695,0,3946
1695,0,3947
1695,0,3948
1696,0,3949
1698,0,3950
1699,0,3951
1701,0,3952
1703,0,3953
1704,0,3954
1706,0,3955
1707,0,3956
1708,0,3957
1709,0,3958
1710,0,3959
1710,0,3960
1710,0,3961
1710,0,3962
1710,0,3963
1709,0,3964
1710,0,3965
1710,0,3966
1712,0,3967
1714,0,3968
1716,0,3969
1718,0,3970
1720,0,3971
1722,0,3972
1724,0,3973
1725,0,3974
1726,0,3975
1727,0,3976
1728,0,3977
1729,0,3978
1731,0,3979
1732,0,3980
1733,0,3981
1733,0,3982
1733,0,3983
1733,0,3984
1732,0,3985
1732,0,3986
1731,0,3987
1732,0,3988
1733,0,3989
1735,0,3990
1738,0,3991
1742,0,3992
1746,0,3993
1749,0,3994
1753,0,3995
1757,0,3996
1761,0,3997
1764,0,3998
1766,0,3999
1768,0,4000
1769,0,4001
1770,0,4002
1770,0,4003
1770,0,4004
1770,0,4005
1770,0,4006
1770,0,4007
1771,0,4008
1772,0,4009
1773,0,4010
1774,0,4011
1774,0,4012
1773,0,4013
1772,0,4014
1770,0,4015
1767,0,4016
1763,0,4017
1759,0,4018
1754,0,4019
1748,0,4020
1741,0,4021
1735,0,4022
1728,0,4023
1721,0,4024
1715,0,4025
1709,0,4026
1704,0,4027
1700,0,4028
1695,0,4029
1690,0,4030
1684,0,4031
1677,0,4032
1667,0,4033
1656,0,4034
1643,0,4035
1630,0,4036
1618,0,4037
1606,0,4038
1597,0,4039
1590,0,4040
1583,0,4041
1578,0,4042
1573,0,4043
1567,0,4044
1561,0,4045
1553,0,4046
1546,0,4047
1538,0,4048
1530,0,4049
1522,0,4050
1516,0,4051
1511,0,4052
1508,0,4053
1506,0,4054
1505,0,4055
1506,0,4056
1507,0,4057
1508,0,4058
1509,0,4059
1510,0,4060
1510,0,4061
1510,0,4062
1510,0,4063
1511,0,4064
1511,0,4065
1512,0,4066
1514,0,4067
1515,0,4068
1517,0,4069
1518,0,4070
1520,0,4071
1521,0,4072
1521,0,4073
1521,0,4074
1520,0,4075
1518,0,4076
1517,0,4077
1517,0,4078
1519,0,4079
1521,0,4080
1526,0,4081
1531,0,4082
1536,0,4083
1541,0,4084
1544,0,4085
1546,0,4086
1547,0,4087
1546,0,4088
1545,0,4089
1544,0,4090
1543,0,4091
1543,0,4092
1543,0,4093
1544,0,4094
1546,0,4095
1547,0,4096
1550,0,4097
1552,0,4098
1553,0,4099
1554,0,4100
1555,0,4101
1555,0,4102
1555,0,4103
1555,0,4104
1556,0,4105
1556,0,4106
1557,0,4107
1557,0,4108
1557,0,4109
1557,0,4110
1557,0,4111
1557,0,4112
1557,0,4113
1558,0,4114
1559,0,4115
1560,0,4116
1561,0,4117
1562,0,4118
1562,0,4119
1561,0,4120
1561,0,4121
1561,0,4122
1561,0,4123
1561,0,4124
1561,0,4125
1561,0,4126
1561,0,4127
1560,0,4128
1560,0,4129
1561,0,4130
1562,0,4131
1564,0,4132
1566,0,4133
1566,0,4134
1566,0,4135
1566,0,4136
1564,0,4137
1562,0,4138
1562,0,4139
1562,0,4140
1564,0,4141
1566,0,4142
1570,0,4143
1573,0,4144
1575,0,4145
1577,0,4146
1576,0,4147
1575,0,4148
1572,0,4149
1569,0,4150
1566,0,4151
1564,0,4152
1563,0,4153
1562,0,4154
1563,0,4155
1564,0,4156
1566,0,4157
1568,0,4158
1570,0,4159
1571,0,4160
1572,0,4161
1572,0,4162
1572,0,4163
1572,0,4164
1573,0,4165
1574,0,4166
1576,0,4167
1579,0,4168
1582,0,4169
1585,0,4170
1587,0,4171
1588,0,4172
1587,0,4173
1586,0,4174
1584,0,4175
1582,0,4176
1580,0,4177
1578,0,4178
1578,0,4179
1579,0,4180
1580,0,4181
1582,0,4182
1583,0,4183
1584,0,4184
1584,0,4185
1584,0,4186
1585,0,4187
1586,0,4188
1588,0,4189
1592,0,4190
1595,0,4191
1599,0,4192
1601,0,4193
1602,0,4194
1601,0,4195
1598,0,4196
1594,0,4197
1590,0,4198
1586,0,4199
1582,0,4200
1580,0,4201
1579,0,4202
1579,0,4203
1581,0,4204
1584,0,4205
1588,0,4206
1591,0,4207
1594,0,4208
1596,0,4209
1597,0,4210
1597,0,4211
1597,0,4212
1596,0,4213
1596,0,4214
1596,0,4215
1597,0,4216
1598,0,4217
1599,0,4218
1600,0,4219
1601,0,4220
1601,0,4221
1602,0,4222
1602,0,4223
1602,0,4224
1602,0,4225
1602,0,4226
1603,0,4227
1604,0,4228
1604,0,4229
1606,0,4230
1607,0,4231
1608,0,4232
1610,0,4233
1612,0,4234
1615,0,4235
1617,0,4236
1620,0,4237
1623,0,4238
1625,0,4239
1627,0,4240
1627,0,4241
1626,0,4242
1624,0,4243
1622,0,4244
1620,0,4245
1619,0,4246
1620,0,4247
1622,0,4248
1625,0,4249
1629,0,4250
1633,0,4251
1637,0,4252
1642,0,4253
1646,0,4254
1651,0,4255
1655,0,4256
1659,0,4257
1663,0,4258
1666,0,4259
1667,0,4260
1667,0,4261
1666,0,4262
1663,0,4263
1660,0,4264
1656,0,4265
1653,0,4266
1649,0,4267
1646,0,4268
1644,0,4269
1640,0,4270
1636,0,4271
1630,0,4272
1623,0,4273
1614,0,4274
1604,0,4275
1594,0,4276
1585,0,4277
1578,0,4278
1574,0,4279
1573,0,4280
1574,0,4281
1577,0,4282
1581,0,4283
1585,0,4284
1587,0,4285
1588,0,4286
1588,0,4287
1587,0,4288
1587,0,4289
1587,0,4290
1588,0,4291
1589,0,4292
1591,0,4293
1593,0,4294
1595,0,4295
1596,0,4296
1596,0,4297
1595,0,4298
1593,0,4299
1591,0,4300
1588,0,4301
1585,0,4302
1583,0,4303
1581,0,4304
1580,0,4305
1578,0,4306
1576,0,4307
1571,0,4308
1564,0,4309
1554,0,4310
1543,0,4311
1532,0,4312
1525,0,4313
1526,0,4314
1543,0,4315
1579,0,4316
1639,0,4317
1723,0,4318
1829,0,4319
1950,0,4320
2075,0,4321
2190,0,4322
2283,0,4323
2341,0,4324
2356,0,4325
2324,0,4326
2246,0,4327
2128,0,4328
1978,0,4329
1807,0,4330
1625,0,4331
1443,0,4332
1272,0,4333
1119,0,4334
994,0,4335
902,0,4336
849,0,4337
832,0,4338
851,0,4339
896,0,4340
959,0,4341
1030,0,4342
1099,0,4343
1161,0,4344
1212,0,4345
1253,0,4346
1287,0,4347
1320,0,4348
1354,0,4349
1394,0,4350
1439,0,4351
1489,0,4352
1540,0,4353
1589,0,4354
1632,0,4355
1668,0,4356
1694,0,4357
1710,0,4358
1718,0,4359
1719,0,4360
1715,0,4361
1710,0,4362
1704,0,4363
1699,0,4364
1696,0,4365
1694,0,4366
1693,0,4367
1693,0,4368
1694,0,4369
1695,0,4370
1696,0,4371
1699,0,4372
1702,0,4373
1705,0,4374
1707,0,4375
1709,0,4376
1709,0,4377
1708,0,4378
1706,0,4379
1704,0,4380
1702,0,4381
1700,0,4382
1700,0,4383
1700,0,4384
1701,0,4385
1702,0,4386
1703,0,4387
1705,0,4388
1705,0,4389
1706,0,4390
1706,0,4391
1707,0,4392
1708,0,4393
1709,0,4394
1710,0,4395
1712,0,4396
1715,0,4397
1717,0,4398
1719,0,4399
1719,0,4400
1718,0,4401
1717,0,4402
1715,0,4403
1712,0,4404
1711,0,4405
1711,0,4406
1712,0,4407
1714,0,4408
1716,0,4409
1719,0,4410
1720,0,4411
1721,0,4412
1721,0,4413
1721,0,4414
1721,0,4415
1721,0,4416
1722,0,4417
1724,0,4418
1726,0,4419
1728,0,4420
1731,0,4421
1733,0,4422
1735,0,4423
1737,0,4424
1738,0,4425
1738,0,4426
1739,0,4427
1741,0,4428
1743,0,4429
1746,0,4430
1750,0,4431
1753,0,4432
1757,0,4433
1759,0,4434
1761,0,4435
1763,0,4436
1764,0,4437
1766,0,4438
1768,0,4439
1771,0,4440
1774,0,4441
1777,0,4442
1779,0,4443
1780,0,4444
1779,0,4445
1777,0,4446
1775,0,4447
1772,0,4448
1768,0,4449
1765,0,4450
1762,0,4451
1760,0,4452
1758,0,4453
1756,0,4454
1754,0,4455
1752,0,4456
1749,0,4457
1745,0,4458
1740,0,4459
1735,0,4460
1729,0,4461
1724,0,4462
1719,0,4463
1714,0,4464
1710,0,4465
1705,0,4466
1701,0,4467
1695,0,4468
1688,0,4469
1680,0,4470
1671,0,4471
1660,0,4472
1649,0,4473
1636,0,4474
1624,0,4475
1611,0,4476
1599,0,4477
1587,0,4478
1578,0,4479
1569,0,4480
1563,0,4481
1559,0,4482
1555,0,4483
1552,0,4484
1549,0,4485
1544,0,4486
1539,0,4487
1532,0,4488
1524,0,4489
1517,0,4490
1510,0,4491
1503,0,4492
1499,0,4493
1496,0,4494
1495,0,4495
1495,0,4496
1497,0,4497
1500,0,4498
1502,0,4499
1504,0,4500
1505,0,4501
1505,0,4502
1504,0,4503
1503,0,4504
1502,0,4505
1502,0,4506
1503,0,4507
1505,0,4508
1508,0,4509
1511,0,4510
1515,0,4511
1519,0,4512
1523,0,4513
1527,0,4514
1529,0,4515
1531,0,4516
1532,0,4517
1532,0,4518
1531,0,4519
1529,0,4520
1528,0,4521
1527,0,4522
1527,0,4523
1528,0,4524
1530,0,4525
1533,0,4526
1536,0,4527
1540,0,4528
1544,0,4529
1548,0,4530
1551,0,4531
1553,0,4532
1553,0,4533
1553,0,4534
1552,0,4535
1550,0,4536
1549,0,4537
1548,0,4538
1547,0,4539
1548,0,4540
1549,0,4541
1550,0,4542
1551,0,4543
1552,0,4544
1551,0,4545
1550,0,4546
1549,0,4547
1547,0,4548
1546,0,4549
1546,0,4550
1546,0,4551
1548,0,4552
1550,0,4553
1552,0,4554
1555,0,4555
1557,0,4556
1559,0,4557
1561,0,4558
1563,0,4559
1564,0,4560
1565,0,4561
1565,0,4562
1566,0,4563
1566,0,4564
1565,0,4565
1564,0,4566
1563,0,4567
1562,0,4568
1560,0,4569
1560,0,4570
1559,0,4571
1560,0,4572
1562,0,4573
1563,0,4574
1565,0,4575
1567,0,4576
1568,0,4577
1568,0,4578
1568,0,4579
1567,0,4580
1566,0,4581
1564,0,4582
1563,0,4583
1561,0,4584
1560,0,4585
1560,0,4586
1561,0,4587
1563,0,4588
1566,0,4589
1568,0,4590
1571,0,4591
1572,0,4592
1572,0,4593
1572,0,4594
1571,0,4595
1571,0,4596
1571,0,4597
1573,0,4598
1575,0,4599
1577,0,4600
1580,0,4601
1581,0,4602
1582,0,4603
1582,0,4604
1581,0,4605
1580,0,4606
1578,0,4607
1577,0,4608
1577,0,4609
1576,0,4610
1577,0,4611
1578,0,4612
1579,0,4613
1580,0,4614
1581,0,4615
1582,0,4616
1582,0,4617
1582,0,4618
1581,0,4619
1580,0,4620
1579,0,4621
1578,0,4622
1578,0,4623
1578,0,4624
1579,0,4625
1580,0,4626
1581,0,4627
1582,0,4628
1584,0,4629
1585,0,4630
1586,0,4631
1588,0,4632
1589,0,4633
1591,0,4634
1592,0,4635
1593,0,4636
1594,0,4637
1595,0,4638
1596,0,4639
1598,0,4640
1600,0,4641
1602,0,4642
1603,0,4643
1604,0,4644
1605,0,4645
1605,0,4646
1606,0,4647
1606,0,4648
1605,0,4649
1605,0,4650
1605,0,4651
1604,0,4652
1603,0,4653
1602,0,4654
1601,0,4655
1600,0,4656
1599,0,4657
1598,0,4658
1597,0,4659
1596,0,4660
1595,0,4661
1595,0,4662
1595,0,4663
1596,0,4664
1597,0,4665
1599,0,4666
1600,0,4667
1601,0,4668
1602,0,4669
1602,0,4670
1602,0,4671
1603,0,4672
1603,0,4673
1605,0,4674
1607,0,4675
1610,0,4676
1613,0,4677
1617,0,4678
1621,0,4679
1625,0,4680
1628,0,4681
1632,0,4682
1634,0,4683
1636,0,4684
1637,0,4685
1637,0,4686
1637,0,4687
1636,0,4688
1636,0,4689
1636,0,4690
1637,0,4691
1638,0,4692
1639,0,4693
1640,0,4694
1641,0,4695
1642,0,4696
1644,0,4697
1646,0,4698
1648,0,4699
1651,0,4700
1654,0,4701
1658,0,4702
1661,0,4703
1664,0,4704
1665,0,4705
1666,0,4706
1664,0,4707
1661,0,4708
1658,0,4709
1654,0,4710
1650,0,4711
1648,0,4712
1646,0,4713
1645,0,4714
1643,0,4715
1639,0,4716
1633,0,4717
1625,0,4718
1614,0,4719
1602,0,4720
1591,0,4721
1582,0,4722
1575,0,4723
1572,0,4724
1573,0,4725
1575,0,4726
1579,0,4727
1583,0,4728
1586,0,4729
1588,0,4730
1589,0,4731
1589,0,4732
1588,0,4733
1587,0,4734
1586,0,4735
1585,0,4736
1585,0,4737
1585,0,4738
1585,0,4739
1585,0,4740
1585,0,4741
1584,0,4742
1582,0,4743
1581,0,4744
1581,0,4745
1581,0,4746
1582,0,4747
1583,0,4748
1585,0,4749
1585,0,4750
1584,0,4751
1580,0,4752
1573,0,4753
1563,0,4754
1551,0,4755
1539,0,4756
1531,0,4757
1530,0,4758
1543,0,4759
1575,0,4760
1630,0,4761
1711,0,4762
1816,0,4763
1938,0,4764
2067,0,4765
2187,0,4766
2285,0,4767
2348,0,4768
2366,0,4769
2336,0,4770
2258,0,4771
2138,0,4772
1986,0,4773
1812,0,4774
1628,0,4775
1445,0,4776
1271,0,4777
1117,0,4778
991,0,4779
897,0,4780
841,0,4781
823,0,4782
839,0,4783
883,0,4784
946,0,4785
1019,0,4786
1091,0,4787
1157,0,4788
1213,0,4789
1259,0,4790
1297,0,4791
1331,0,4792
1365,0,4793
1403,0,4794
1446,0,4795
1494,0,4796
1543,0,4797
1590,0,4798
1632,0,4799
1666,0,4800
1690,0,4801
1704,0,4802
1709,0,4803
1708,0,4804
1702,0,4805
1696,0,4806
1690,0,4807
1686,0,4808
1684,0,4809
1683,0,4810
1685,0,4811
1687,0,4812
1689,0,4813
1692,0,4814
1695,0,4815
1698,0,4816
1700,0,4817
1701,0,4818
1701,0,4819
1700,0,4820
1698,0,4821
1696,0,4822
1694,0,4823
1693,0,4824
1694,0,4825
1695,0,4826
1698,0,4827
1702,0,4828
1706,0,4829
1710,0,4830
1713,0,4831
1715,0,4832
1716,0,4833
1717,0,4834
1716,0,4835
1715,0,4836
1713,0,4837
1712,0,4838
1712,0,4839
1711,0,4840
1712,0,4841
1712,0,4842
1712,0,4843
1713,0,4844
1713,0,4845
1713,0,4846
1713,0,4847
1713,0,4848
1714,0,4849
1715,0,4850
1717,0,4851
1719,0,4852
1721,0,4853
1723,0,4854
1724,0,4855
1726,0,4856
1726,0,4857
1726,0,4858
1725,0,4859
1724,0,4860
1723,0,4861
1721,0,4862
1720,0,4863
1720,0,4864
1720,0,4865
1722,0,4866
1724,0,4867
1727,0,4868
1731,0,4869
1736,0,4870
1741,0,4871
1746,0,4872
1751,0,4873
1755,0,4874
1758,0,4875
1760,0,4876
1761,0,4877
1761,0,4878
1761,0,4879
1761,0,4880
1762,0,4881
1763,0,4882
1765,0,4883
1766,0,4884
1767,0,4885
1767,0,4886
1767,0,4887
1767,0,4888
1767,0,4889
1767,0,4890
1767,0,4891
1767,0,4892
1767,0,4893
1767,0,4894
1766,0,4895
1765,0,4896
1763,0,4897
1761,0,4898
1758,0,4899
1754,0,4900
1750,0,4901
1745,0,4902
1739,0,4903
1734,0,4904
1729,0,4905
1723,0,4906
1718,0,4907
1713,0,4908
1707,0,4909
1700,0,4910
1693,0,4911
1685,0,4912
1677,0,4913
1669,0,4914
1662,0,4915
1654,0,4916
1647,0,4917
1639,0,4918
1631,0,4919
1623,0,4920
1614,0,4921
1605,0,4922
1595,0,4923
1586,0,4924
1577,0,4925
1568,0,4926
1559,0,4927
1551,0,4928
1544,0,4929
1537,0,4930
1531,0,4931
1525,0,4932
1519,0,4933
1513,0,4934
1508,0,4935
1504,0,4936
1502,0,4937
1501,0,4938
1503,0,4939
1506,0,4940
1510,0,4941
1514,0,4942
1518,0,4943
1521,0,4944
1523,0,4945
1523,0,4946
1521,0,4947
1520,0,4948
1518,0,4949
1516,0,4950
1515,0,4951
1516,0,4952
1517,0,4953
1518,0,4954
1520,0,4955
1522,0,4956
1524,0,4957
1525,0,4958
1525,0,4959
1525,0,4960
1524,0,4961
1524,0,4962
1524,0,4963
1525,0,4964
1526,0,4965
1528,0,4966
1531,0,4967
1534,0,4968
1537,0,4969
1541,0,4970
1545,0,4971
1550,0,4972
1554,0,4973
1558,0,4974
1561,0,4975
1562,0,4976
1563,0,4977
1561,0,4978
1559,0,4979
1556,0,4980
1553,0,4981
1551,0,4982
1549,0,4983
1548,0,4984
1548,0,4985
1549,0,4986
1550,0,4987
1552,0,4988
1554,0,4989
1556,0,4990
1558,0,4991
1559,0,4992
1560,0,4993
1561,0,4994
1562,0,4995
1563,0,4996
1563,0,4997
1563,0,4998
1562,0,4999
1561,0,5000
1559,0,5001
1557,0,5002
1555,0,5003
1553,0,5004
1553,0,5005
1553,0,5006
1554,0,5007
1556,0,5008
1559,0,5009
1562,0,5010
1563,0,5011
1564,0,5012
1564,0,5013
1563,0,5014
1562,0,5015
1560,0,5016
1558,0,5017
1556,0,5018
1556,0,5019
1557,0,5020
1559,0,5021
1561,0,5022
1564,0,5023
1567,0,5024
1570,0,5025
1572,0,5026
1573,0,5027
1574,0,5028
1575,0,5029
1575,0,5030
1575,0,5031
1576,0,5032
1577,0,5033
1577,0,5034
1578,0,5035
1578,0,5036
1579,0,5037
1580,0,5038
1581,0,5039
1582,0,5040
1583,0,5041
1584,0,5042
1584,0,5043
1584,0,5044
1583,0,5045
1582,0,5046
1581,0,5047
1580,0,5048
1579,0,5049
1579,0,5050
1580,0,5051
1582,0,5052
1584,0,5053
1586,0,5054
1589,0,5055
1592,0,5056
1594,0,5057
1595,0,5058
1595,0,5059
1594,0,5060
1591,0,5061
1588,0,5062
1585,0,5063
1583,0,5064
1581,0,5065
1581,0,5066
1581,0,5067
1583,0,5068
1586,0,5069
1589,0,5070
1592,0,5071
1594,0,5072
1596,0,5073
1597,0,5074
1597,0,5075
1596,0,5076
1595,0,5077
1592,0,5078
1590,0,5079
1588,0,5080
1587,0,5081
1587,0,5082
1588,0,5083
1589,0,5084
1590,0,5085
1592,0,5086
1593,0,5087
1593,0,5088
1594,0,5089
1594,0,5090
1594,0,5091
1594,0,5092
1595,0,5093
1595,0,5094
1597,0,5095
1598,0,5096
1599,0,5097
1600,0,5098
1601,0,5099
1601,0,5100
1601,0,5101
1601,0,5102
1601,0,5103
1601,0,5104
1602,0,5105
1603,0,5106
1604,0,5107
1605,0,5108
1606,0,5109
1606,0,5110
1606,0,5111
1605,0,5112
1606,0,5113
1607,0,5114
1608,0,5115
1610,0,5116
1611,0,5117
1613,0,5118
1613,0,5119
1614,0,5120
1613,0,5121
1613,0,5122
1613,0,5123
1614,0,5124
1615,0,5125
1618,0,5126
1621,0,5127
1624,0,5128
1628,0,5129
1631,0,5130
1634,0,5131
1635,0,5132
1636,0,5133
1637,0,5134
1637,0,5135
1637,0,5136
1637,0,5137
1638,0,5138
1639,0,5139
1641,0,5140
1642,0,5141
1643,0,5142
1644,0,5143
1646,0,5144
1648,0,5145
1652,0,5146
1658,0,5147
1664,0,5148
1669,0,5149
1674,0,5150
1676,0,5151
1676,0,5152
1673,0,5153
1669,0,5154
1663,0,5155
1657,0,5156
1651,0,5157
1646,0,5158
1641,0,5159
1635,0,5160
1629,0,5161
1621,0,5162
1612,0,5163
1603,0,5164
1594,0,5165
1586,0,5166
1580,0,5167
1576,0,5168
1575,0,5169
1575,0,5170
1577,0,5171
1579,0,5172
1582,0,5173
1584,0,5174
1586,0,5175
1587,0,5176
1589,0,5177
1590,0,5178
1592,0,5179
1594,0,5180
1596,0,5181
1598,0,5182
1598,0,5183
1598,0,5184
1596,0,5185
1592,0,5186
1587,0,5187
1582,0,5188
1578,0,5189
1574,0,5190
1572,0,5191
1571,0,5192
1572,0,5193
1573,0,5194
1574,0,5195
1575,0,5196
1573,0,5197
1569,0,5198
1561,0,5199
1550,0,5200
1538,0,5201
1530,0,5202
1530,0,5203
1545,0,5204
1581,0,5205
1642,0,5206
1729,0,5207
1838,0,5208
1962,0,5209
2089,0,5210
2205,0,5211
2296,0,5212
2351,0,5213
2361,0,5214
2324,0,5215
2241,0,5216
2118,0,5217
1964,0,5218
1788,0,5219
1602,0,5220
1417,0,5221
1242,0,5222
1089,0,5223
966,0,5224
878,0,5225
831,0,5226
822,0,5227
849,0,5228
903,0,5229
973,0,5230
1050,0,5231
1122,0,5232
1185,0,5233
1236,0,5234
1275,0,5235
1306,0,5236
1335,0,5237
1366,0,5238
1402,0,5239
1443,0,5240
1490,0,5241
1538,0,5242
1585,0,5243
1627,0,5244
1661,0,5245
1686,0,5246
1701,0,5247
1709,0,5248
1709,0,5249
1706,0,5250
1701,0,5251
1696,0,5252
1692,0,5253
1690,0,5254
1689,0,5255
1689,0,5256
1690,0,5257
1690,0,5258
1690,0,5259
1689,0,5260
1688,0,5261
1688,0,5262
1689,0,5263
1690,0,5264
1692,0,5265
1694,0,5266
1696,0,5267
1697,0,5268
1696,0,5269
1695,0,5270
1694,0,5271
1692,0,5272
1691,0,5273
1691,0,5274
1691,0,5275
1692,0,5276
1694,0,5277
1697,0,5278
1700,0,5279
1703,0,5280
1705,0,5281
1707,0,5282
1708,0,5283
1708,0,5284
1708,0,5285
1706,0,5286
1706,0,5287
1706,0,5288
1707,0,5289
1710,0,5290
1712,0,5291
1715,0,5292
1718,0,5293
1719,0,5294
1719,0,5295
1719,0,5296
1719,0,5297
1718,0,5298
1718,0,5299
1718,0,5300
1718,0,5301
1718,0,5302
1719,0,5303
1720,0,5304
1722,0,5305
1724,0,5306
1727,0,5307
1729,0,5308
1732,0,5309
1734,0,5310
1735,0,5311
1736,0,5312
1736,0,5313
1737,0,5314
1739,0,5315
1741,0,5316
1744,0,5317
1748,0,5318
1752,0,5319
1755,0,5320
1759,0,5321
1762,0,5322
1765,0,5323
1767,0,5324
1768,0,5325
1768,0,5326
1768,0,5327
1768,0,5328
1768,0,5329
1768,0,5330
1769,0,5331
1771,0,5332
1773,0,5333
1775,0,5334
1776,0,5335
1777,0,5336
1776,0,5337
1775,0,5338
1772,0,5339
1769,0,5340
1765,0,5341
1760,0,5342
1756,0,5343
1753,0,5344
1751,0,5345
1750,0,5346
1750,0,5347
1750,0,5348
1748,0,5349
1745,0,5350
1740,0,5351
1732,0,5352
1723,0,5353
1712,0,5354
1702,0,5355
1693,0,5356
1685,0,5357
1677,0,5358
1671,0,5359
1664,0,5360
1656,0,5361
1648,0,5362
1638,0,5363
1627,0,5364
1615,0,5365
1603,0,5366
1591,0,5367
1580,0,5368
1570,0,5369
1560,0,5370
1552,0,5371
1544,0,5372
1536,0,5373
1529,0,5374
1521,0,5375
1514,0,5376
