sample,peak,sample number
1507,0,1873
1509,0,1874
1511,0,1875
1514,0,1876
1516,0,1877
1517,0,1878
1519,0,1879
1521,0,1880
1522,0,1881
1523,0,1882
1525,0,1883
1526,0,1884
1527,0,1885
1528,0,1886
1529,0,1887
1530,0,1888
1532,0,1889
1533,0,1890
1535,0,1891
1537,0,1892
1539,0,1893
1541,0,1894
1543,0,1895
1546,0,1896
1548,0,1897
1551,0,1898
1553,0,1899
1554,0,1900
1554,0,1901
1553,0,1902
1551,0,1903
1549,0,1904
1547,0,1905
1545,0,1906
1544,0,1907
1544,0,1908
1544,0,1909
1545,0,1910
1546,0,1911
1548,0,1912
1550,0,1913
1553,0,1914
1556,0,1915
1559,0,1916
1561,0,1917
1562,0,1918
1562,0,1919
1560,0,1920
1558,0,1921
1555,0,1922
1553,0,1923
1552,0,1924
1551,0,1925
1552,0,1926
1554,0,1927
1556,0,1928
1558,0,1929
1560,0,1930
1562,0,1931
1563,0,1932
1563,0,1933
1562,0,1934
1561,0,1935
1560,0,1936
1560,0,1937
1560,0,1938
1562,0,1939
1564,0,1940
1566,0,1941
1568,0,1942
1569,0,1943
1570,0,1944
1570,0,1945
1569,0,1946
1568,0,1947
1566,0,1948
1565,0,1949
1564,0,1950
1562,0,1951
1561,0,1952
1560,0,1953
1558,0,1954
1557,0,1955
1557,0,1956
1558,0,1957
1560,0,1958
1563,0,1959
1566,0,1960
1570,0,1961
1573,0,1962
1576,0,1963
1579,0,1964
1580,0,1965
1581,0,1966
1581,0,1967
1580,0,1968
1579,0,1969
1578,0,1970
1578,0,1971
1579,0,1972
1580,0,1973
1583,0,1974
1585,0,1975
1587,0,1976
1587,0,1977
1586,0,1978
1584,0,1979
1582,0,1980
1580,0,1981
1579,0,1982
1578,0,1983
1579,0,1984
1581,0,1985
1583,0,1986
1585,0,1987
1586,0,1988
1588,0,1989
1589,0,1990
1589,0,1991
1588,0,1992
1587,0,1993
1586,0,1994
1584,0,1995
1584,0,1996
1585,0,1997
1587,0,1998
1590,0,1999
1594,0,2000
1598,0,2001
1601,0,2002
1601,0,2003
1601,0,2004
1598,0,2005
1595,0,2006
1591,0,2007
1588,0,2008
1587,0,2009
1586,0,2010
1587,0,2011
1589,0,2012
1591,0,2013
1593,0,2014
1594,0,2015
1594,0,2016
1594,0,2017
1592,0,2018
1591,0,2019
1590,0,2020
1590,0,2021
1591,0,2022
1593,0,2023
1595,0,2024
1598,0,2025
1601,0,2026
1603,0,2027
1604,0,2028
1604,0,2029
1603,0,2030
1602,0,2031
1602,0,2032
1602,0,2033
1602,0,2034
1603,0,2035
1605,0,2036
1607,0,2037
1609,0,2038
1612,0,2039
1615,0,2040
1617,0,2041
1619,0,2042
1620,0,2043
1620,0,2044
1620,0,2045
1621,0,2046
1622,0,2047
1624,0,2048
1628,0,2049
1632,0,2050
1636,0,2051
1640,0,2052
1642,0,2053
1644,0,2054
1644,0,2055
1644,0,2056
1644,0,2057
1644,0,2058
1646,0,2059
1649,0,2060
1652,0,2061
1656,0,2062
1659,0,2063
1661,0,2064
1662,0,2065
1660,1,2066
1656,0,2067
1652,0,2068
1646,0,2069
1641,0,2070
1637,0,2071
1633,0,2072
1630,0,2073
1626,0,2074
1622,0,2075
1616,0,2076
1609,0,2077
1601,0,2078
1592,0,2079
1583,0,2080
1577,0,2081
1572,0,2082
1570,0,2083
1569,0,2084
1570,0,2085
1572,0,2086
1573,0,2087
1574,0,2088
1575,0,2089
1576,0,2090
1576,0,2091
1578,0,2092
1580,0,2093
1583,0,2094
1586,0,2095
1589,0,2096
1591,0,2097
1593,0,2098
1593,0,2099
1592,0,2100
1590,0,2101
1586,0,2102
1582,0,2103
1579,0,2104
1577,0,2105
1576,0,2106
1576,0,2107
1577,0,2108
1578,0,2109
1578,0,2110
1574,0,2111
1567,0,2112
1556,0,2113
1544,0,2114
1532,0,2115
1524,0,2116
1526,0,2117
1545,0,2118
1585,0,2119
1650,0,2120
1740,0,2121
1852,0,2122
1977,0,2123
2103,0,2124
2216,0,2125
2302,0,2126
2351,0,2127
2355,0,2128
2311,1,2129
2223,0,2130
2098,0,2131
1945,0,2132
1773,0,2133
1594,0,2134
1416,0,2135
1249,0,2136
1103,0,2137
984,0,2138
900,0,2139
853,0,2140
843,0,2141
866,0,2142
916,0,2143
982,0,2144
1054,0,2145
1124,0,2146
1186,0,2147
1237,0,2148
1278,0,2149
1312,0,2150
1344,0,2151
1378,0,2152
1415,0,2153
1458,0,2154
1506,0,2155
1554,0,2156
1601,0,2157
1642,0,2158
1675,0,2159
1698,0,2160
1711,0,2161
1714,0,2162
1710,0,2163
1702,0,2164
1693,0,2165
1684,0,2166
1678,0,2167
1676,0,2168
1676,0,2169
1678,0,2170
1682,0,2171
1686,0,2172
1690,0,2173
1692,0,2174
1693,0,2175
1693,0,2176
1692,0,2177
1692,0,2178
1691,0,2179
1690,0,2180
1690,0,2181
1691,0,2182
1692,0,2183
1693,0,2184
1693,0,2185
1695,0,2186
1696,0,2187
1698,0,2188
1701,0,2189
1704,0,2190
1707,0,2191
1709,0,2192
1710,0,2193
1709,0,2194
1707,0,2195
1704,0,2196
1701,0,2197
1698,0,2198
1696,0,2199
1695,0,2200
1696,0,2201
1698,0,2202
1701,0,2203
1705,0,2204
1709,0,2205
1712,0,2206
1714,0,2207
1716,0,2208
1715,0,2209
1714,0,2210
1712,0,2211
1710,0,2212
1708,0,2213
1707,0,2214
1707,0,2215
1709,0,2216
1711,0,2217
1714,0,2218
1717,0,2219
1720,0,2220
1723,0,2221
1726,0,2222
1729,0,2223
1732,0,2224
1735,0,2225
1739,0,2226
1742,0,2227
1745,0,2228
1748,0,2229
1751,0,2230
1753,0,2231
1755,0,2232
1757,0,2233
1759,0,2234
1760,0,2235
1761,0,2236
1763,0,2237
1764,0,2238
1767,0,2239
1770,0,2240
1773,0,2241
1776,0,2242
1778,0,2243
1779,0,2244
1779,0,2245
1778,0,2246
1777,0,2247
1775,0,2248
1772,0,2249
1770,0,2250
1768,0,2251
1767,0,2252
1765,0,2253
1764,0,2254
1762,0,2255
1760,0,2256
1758,0,2257
1755,0,2258
1752,0,2259
1749,0,2260
1746,0,2261
1743,0,2262
1740,0,2263
1736,0,2264
1731,0,2265
1725,0,2266
1718,0,2267
1709,0,2268
1700,0,2269
1690,0,2270
1680,0,2271
1670,0,2272
1661,0,2273
1653,0,2274
1645,0,2275
1637,0,2276
1629,0,2277
1620,0,2278
1612,0,2279
1604,0,2280
1597,0,2281
1591,0,2282
1585,0,2283
1579,0,2284
1572,0,2285
1565,0,2286
1557,0,2287
1548,0,2288
1540,0,2289
1532,0,2290
1525,0,2291
1520,0,2292
1516,0,2293
1513,0,2294
1511,0,2295
1510,0,2296
1509,0,2297
1508,0,2298
1507,0,2299
1507,0,2300
1506,0,2301
1505,0,2302
1505,0,2303
1504,0,2304
1504,0,2305
1505,0,2306
1506,0,2307
1508,0,2308
1510,0,2309
1512,0,2310
1514,0,2311
1517,0,2312
1520,0,2313
1523,0,2314
1526,0,2315
1529,0,2316
1530,0,2317
1531,0,2318
1531,0,2319
1530,0,2320
1529,0,2321
1528,0,2322
1528,0,2323
1529,0,2324
1531,0,2325
1533,0,2326
1536,0,2327
1538,0,2328
1541,0,2329
1543,0,2330
1544,0,2331
1545,0,2332
1545,0,2333
1545,0,2334
1544,0,2335
1544,0,2336
1543,0,2337
1543,0,2338
1543,0,2339
1544,0,2340
1546,0,2341
1548,0,2342
1551,0,2343
1554,0,2344
1557,0,2345
1560,0,2346
1562,0,2347
1564,0,2348
1564,0,2349
1564,0,2350
1563,0,2351
1561,0,2352
1559,0,2353
1557,0,2354
1556,0,2355
1555,0,2356
1555,0,2357
1556,0,2358
1556,0,2359
1556,0,2360
1556,0,2361
1556,0,2362
1557,0,2363
1557,0,2364
1559,0,2365
1560,0,2366
1563,0,2367
1565,0,2368
1566,0,2369
1567,0,2370
1567,0,2371
1567,0,2372
1566,0,2373
1565,0,2374
1564,0,2375
1564,0,2376
1563,0,2377
1563,0,2378
1564,0,2379
1565,0,2380
1566,0,2381
1568,0,2382
1570,0,2383
1571,0,2384
1572,0,2385
1572,0,2386
1572,0,2387
1572,0,2388
1571,0,2389
1570,0,2390
1570,0,2391
1570,0,2392
1570,0,2393
1571,0,2394
1572,0,2395
1574,0,2396
1575,0,2397
1576,0,2398
1577,0,2399
1578,0,2400
1578,0,2401
1578,0,2402
1577,0,2403
1576,0,2404
1576,0,2405
1576,0,2406
1576,0,2407
1577,0,2408
1579,0,2409
1580,0,2410
1582,0,2411
1584,0,2412
1586,0,2413
1588,0,2414
1589,0,2415
1590,0,2416
1591,0,2417
1591,0,2418
1590,0,2419
1588,0,2420
1587,0,2421
1585,0,2422
1584,0,2423
1583,0,2424
1584,0,2425
1584,0,2426
1585,0,2427
1586,0,2428
1586,0,2429
1585,0,2430
1584,0,2431
1584,0,2432
1584,0,2433
1584,0,2434
1586,0,2435
1588,0,2436
1591,0,2437
1594,0,2438
1597,0,2439
1599,0,2440
1600,0,2441
1601,0,2442
1600,0,2443
1599,0,2444
1597,0,2445
1595,0,2446
1595,0,2447
1595,0,2448
1596,0,2449
1598,0,2450
1601,0,2451
1603,0,2452
1604,0,2453
1604,0,2454
1603,0,2455
1600,0,2456
1597,0,2457
1593,0,2458
1590,0,2459
1587,0,2460
1586,0,2461
1586,0,2462
1588,0,2463
1591,0,2464
1596,0,2465
1600,0,2466
1604,0,2467
1607,0,2468
1609,0,2469
1610,0,2470
1609,0,2471
1607,0,2472
1605,0,2473
1602,0,2474
1599,0,2475
1598,0,2476
1598,0,2477
1599,0,2478
1602,0,2479
1607,0,2480
1613,0,2481
1620,0,2482
1625,0,2483
1628,0,2484
1630,0,2485
1629,0,2486
1627,0,2487
1626,0,2488
1625,0,2489
1625,0,2490
1628,0,2491
1631,0,2492
1635,0,2493
1639,0,2494
1643,0,2495
1645,0,2496
1647,0,2497
1648,0,2498
1650,0,2499
1653,0,2500
1656,0,2501
1661,0,2502
1666,0,2503
1670,0,2504
1673,0,2505
1675,0,2506
1674,0,2507
1671,0,2508
1666,0,2509
1661,0,2510
1655,0,2511
1649,0,2512
1645,0,2513
1643,0,2514
1641,0,2515
1640,0,2516
1633,0,2517
1627,0,2518
1618,0,2519
1607,0,2520
1596,0,2521
1585,0,2522
1577,0,2523
1572,0,2524
1569,0,2525
1569,0,2526
1572,0,2527
1576,0,2528
1580,0,2529
1584,0,2530
1587,0,2531
1589,0,2532
1590,0,2533
1590,0,2534
1590,0,2535
1589,0,2536
1589,0,2537
1588,0,2538
1589,0,2539
1589,0,2540
1589,0,2541
1588,0,2542
1587,0,2543
1585,0,2544
1582,0,2545
1581,0,2546
1579,0,2547
1579,0,2548
1579,0,2549
1579,0,2550
1579,0,2551
1578,0,2552
1574,0,2553
1568,0,2554
1558,0,2555
1547,0,2556
1536,0,2557
1529,0,2558
1531,0,2559
1549,0,2560
1587,0,2561
1651,0,2562
1740,0,2563
1853,0,2564
1981,0,2565
2111,0,2566
2230,0,2567
2324,0,2568
2380,0,2569
2391,0,2570
2354,1,2571
2271,0,2572
2148,0,2573
1994,0,2574
1819,0,2575
1634,0,2576
1449,0,2577
1274,0,2578
1119,0,2579
991,0,2580
897,0,2581
841,0,2582
824,0,2583
842,0,2584
889,0,2585
954,0,2586
1027,0,2587
1098,0,2588
1162,0,2589
1215,0,2590
1256,0,2591
1291,0,2592
1323,0,2593
1358,0,2594
1398,0,2595
1444,0,2596
1496,0,2597
1549,0,2598
1600,0,2599
1644,0,2600
1679,0,2601
1702,0,2602
1714,0,2603
1716,0,2604
1711,1,2605
1703,0,2606
1694,0,2607
1686,0,2608
1681,0,2609
1679,0,2610
1678,0,2611
1679,0,2612
1681,0,2613
1683,0,2614
1684,0,2615
1686,0,2616
1688,0,2617
1691,0,2618
1693,0,2619
1696,0,2620
1698,0,2621
1699,0,2622
1699,0,2623
1697,0,2624
1694,0,2625
1690,0,2626
1688,0,2627
1686,0,2628
1687,0,2629
1690,0,2630
1695,0,2631
1700,0,2632
1704,0,2633
1707,0,2634
1709,0,2635
1708,1,2636
1706,0,2637
1704,0,2638
1702,0,2639
1701,0,2640
1701,0,2641
1701,0,2642
1702,0,2643
1703,0,2644
1703,0,2645
1704,0,2646
1704,0,2647
1705,0,2648
1706,0,2649
1708,0,2650
1710,0,2651
1713,0,2652
1715,0,2653
1717,0,2654
1718,0,2655
1719,0,2656
1718,1,2657
1718,0,2658
1717,0,2659
1716,0,2660
1716,0,2661
1716,0,2662
1718,0,2663
1721,0,2664
1724,0,2665
1727,0,2666
1730,0,2667
1731,0,2668
1732,0,2669
1733,0,2670
1733,0,2671
1735,0,2672
1738,0,2673
1742,0,2674
1747,0,2675
1752,0,2676
1758,0,2677
1763,0,2678
1768,0,2679
1771,0,2680
1773,0,2681
1774,0,2682
1774,0,2683
1773,0,2684
1773,0,2685
1772,0,2686
1772,0,2687
1772,0,2688
1773,0,2689
1774,0,2690
1774,0,2691
1773,0,2692
1772,0,2693
1770,0,2694
1767,0,2695
1764,0,2696
1761,0,2697
1758,0,2698
1756,0,2699
1755,0,2700
1754,0,2701
1752,0,2702
1751,0,2703
1748,0,2704
1743,0,2705
1738,0,2706
1731,0,2707
1723,0,2708
1715,0,2709
1708,0,2710
1700,0,2711
1694,0,2712
1688,0,2713
1681,0,2714
1674,0,2715
1666,0,2716
1656,0,2717
1644,0,2718
1632,0,2719
1620,0,2720
1608,0,2721
1598,0,2722
1589,0,2723
1581,0,2724
1574,0,2725
1567,0,2726
1560,0,2727
1554,0,2728
1547,0,2729
1541,0,2730
1536,0,2731
1531,0,2732
1528,0,2733
1525,0,2734
1522,0,2735
1520,0,2736
1517,0,2737
1515,0,2738
1513,0,2739
1511,0,2740
1510,0,2741
1509,0,2742
1510,0,2743
1511,0,2744
1513,0,2745
1515,0,2746
1517,0,2747
1518,0,2748
1519,0,2749
1518,1,2750
1517,0,2751
1516,0,2752
1516,0,2753
1516,0,2754
1518,0,2755
1521,0,2756
1524,0,2757
1527,0,2758
1530,0,2759
1532,0,2760
1533,0,2761
1533,0,2762
1532,0,2763
1531,0,2764
1530,0,2765
1530,0,2766
1530,0,2767
1532,0,2768
1534,0,2769
1536,0,2770
1539,0,2771
1543,0,2772
1546,0,2773
1548,0,2774
1550,0,2775
1551,0,2776
1552,0,2777
1553,0,2778
1555,0,2779
1557,0,2780
1560,0,2781
1562,0,2782
1565,0,2783
1567,0,2784
1568,0,2785
1568,0,2786
1566,0,2787
1565,0,2788
1562,0,2789
1559,0,2790
1556,0,2791
1553,0,2792
1549,0,2793
1546,0,2794
1544,0,2795
1543,0,2796
1545,0,2797
1547,0,2798
1551,0,2799
1556,0,2800
1560,0,2801
1564,0,2802
1566,0,2803
1566,0,2804
1566,0,2805
1565,0,2806
1564,0,2807
1563,0,2808
1564,0,2809
1565,0,2810
1566,0,2811
1568,0,2812
1570,0,2813
1571,0,2814
1572,0,2815
1571,1,2816
1571,0,2817
1569,0,2818
1567,0,2819
1566,0,2820
1564,0,2821
1564,0,2822
1564,0,2823
1565,0,2824
1566,0,2825
1567,0,2826
1568,0,2827
1569,0,2828
1569,0,2829
1569,0,2830
1569,0,2831
1568,0,2832
1569,0,2833
1569,0,2834
1570,0,2835
1571,0,2836
1572,0,2837
1572,0,2838
1573,0,2839
1573,0,2840
1573,0,2841
1573,0,2842
1573,0,2843
1573,0,2844
1573,0,2845
1574,0,2846
1575,0,2847
1576,0,2848
1577,0,2849
1579,0,2850
1579,0,2851
1580,0,2852
1580,0,2853
1580,0,2854
1580,0,2855
1580,0,2856
1580,0,2857
1580,0,2858
1580,0,2859
1581,0,2860
1582,0,2861
1583,0,2862
1584,0,2863
1586,0,2864
1587,0,2865
1588,0,2866
1589,0,2867
1589,0,2868
1589,0,2869
1590,0,2870
1590,0,2871
1590,0,2872
1590,0,2873
1590,0,2874
1589,0,2875
1589,0,2876
1588,0,2877
1588,0,2878
1589,0,2879
1590,0,2880
1592,0,2881
1594,0,2882
1596,0,2883
1596,0,2884
1595,0,2885
1594,0,2886
1592,0,2887
1591,0,2888
1592,0,2889
1593,0,2890
1596,0,2891
1599,0,2892
1601,0,2893
1603,0,2894
1603,0,2895
1602,0,2896
1601,0,2897
1600,0,2898
1600,0,2899
1601,0,2900
1604,0,2901
1607,0,2902
1611,0,2903
1614,0,2904
1616,0,2905
1616,0,2906
1614,0,2907
1610,0,2908
1605,0,2909
1600,0,2910
1596,0,2911
1594,0,2912
1594,0,2913
1596,0,2914
1599,0,2915
1603,0,2916
1607,0,2917
1609,0,2918
1609,0,2919
1608,0,2920
1606,0,2921
1604,0,2922
1602,0,2923
1603,0,2924
1605,0,2925
1608,0,2926
1612,0,2927
1616,0,2928
1619,0,2929
1621,0,2930
1621,0,2931
1620,0,2932
1619,0,2933
1618,0,2934
1618,0,2935
1620,0,2936
1623,0,2937
1628,0,2938
1633,0,2939
1638,0,2940
1642,0,2941
1646,0,2942
1649,0,2943
1652,0,2944
1655,0,2945
1659,0,2946
1662,0,2947
1666,0,2948
1669,0,2949
1671,0,2950
1670,1,2951
1668,0,2952
1664,0,2953
1658,0,2954
1654,0,2955
1650,0,2956
1647,0,2957
1646,0,2958
1646,0,2959
1645,0,2960
1643,0,2961
1639,0,2962
1632,0,2963
1622,0,2964
1611,0,2965
1599,0,2966
1588,0,2967
1579,0,2968
1572,0,2969
1569,0,2970
1570,0,2971
1572,0,2972
1576,0,2973
1580,0,2974
1583,0,2975
1585,0,2976
1586,0,2977
1586,0,2978
1587,0,2979
1587,0,2980
1587,0,2981
1588,0,2982
1589,0,2983
1590,0,2984
1590,0,2985
1589,0,2986
1589,0,2987
1588,0,2988
1587,0,2989
1588,0,2990
1588,0,2991
1589,0,2992
1591,0,2993
1592,0,2994
1592,0,2995
1590,0,2996
1586,0,2997
1579,0,2998
1569,0,2999
1556,0,3000
1543,0,3001
1532,0,3002
1528,0,3003
1537,0,3004
1564,0,3005
1615,0,3006
1693,0,3007
1795,0,3008
1917,0,3009
2048,0,3010
2175,0,3011
2285,0,3012
2364,0,3013
2400,0,3014
2389,1,3015
2328,0,3016
2223,0,3017
2079,0,3018
1907,0,3019
1718,0,3020
1525,0,3021
1339,0,3022
1171,0,3023
1029,0,3024
921,0,3025
852,0,3026
823,0,3027
830,0,3028
868,0,3029
928,0,3030
999,0,3031
1071,0,3032
1137,0,3033
1192,0,3034
1237,0,3035
1274,0,3036
1308,0,3037
1342,0,3038
1381,0,3039
1426,0,3040
1475,0,3041
1527,0,3042
1578,0,3043
1624,0,3044
1661,0,3045
1689,0,3046
1707,0,3047
1714,0,3048
1715,0,3049
1709,1,3050
1701,0,3051
1693,0,3052
1686,0,3053
1682,0,3054
1681,0,3055
1681,0,3056
1683,0,3057
1686,0,3058
1688,0,3059
1690,0,3060
1690,0,3061
1690,0,3062
1690,0,3063
1690,0,3064
1689,0,3065
1689,0,3066
1689,0,3067
1689,0,3068
1689,0,3069
1689,0,3070
1689,0,3071
1689,0,3072
1690,0,3073
1691,0,3074
1692,0,3075
1694,0,3076
1696,0,3077
1698,0,3078
1700,0,3079
1703,0,3080
1704,0,3081
1705,0,3082
1705,0,3083
1704,0,3084
1703,0,3085
1701,0,3086
1701,0,3087
1701,0,3088
1702,0,3089
1704,0,3090
1707,0,3091
1709,0,3092
1711,0,3093
1713,0,3094
1714,0,3095
1714,0,3096
1714,0,3097
1713,0,3098
1712,0,3099
1711,0,3100
1709,0,3101
1708,0,3102
1707,0,3103
1707,0,3104
1708,0,3105
1712,0,3106
1716,0,3107
1722,0,3108
1728,0,3109
1733,0,3110
1738,0,3111
1742,0,3112
1744,0,3113
1745,0,3114
1746,0,3115
1746,0,3116
1746,0,3117
1746,0,3118
1747,0,3119
1748,0,3120
1749,0,3121
1751,0,3122
1753,0,3123
1756,0,3124
1758,0,3125
1761,0,3126
1764,0,3127
1767,0,3128
1770,0,3129
1773,0,3130
1775,0,3131
1777,0,3132
1779,0,3133
1779,0,3134
1778,0,3135
1776,0,3136
1773,0,3137
1770,0,3138
1767,0,3139
1765,0,3140
1763,0,3141
1761,0,3142
1760,0,3143
1758,0,3144
1757,0,3145
1755,0,3146
1752,0,3147
1749,0,3148
1744,0,3149
1739,0,3150
1733,0,3151
1727,0,3152
1720,0,3153
1715,0,3154
1709,0,3155
1704,0,3156
1699,0,3157
1694,0,3158
1687,0,3159
1679,0,3160
1670,0,3161
1659,0,3162
1647,0,3163
1635,0,3164
1622,0,3165
1610,0,3166
1598,0,3167
1587,0,3168
1578,0,3169
1569,0,3170
1562,0,3171
1556,0,3172
1550,0,3173
1546,0,3174
1541,0,3175
1537,0,3176
1533,0,3177
1528,0,3178
1524,0,3179
1520,0,3180
1517,0,3181
1513,0,3182
1510,0,3183
1507,0,3184
1504,0,3185
1501,0,3186
1499,0,3187
1498,0,3188
1499,0,3189
1501,0,3190
1503,0,3191
1506,0,3192
1509,0,3193
1512,0,3194
1514,0,3195
1516,0,3196
1517,0,3197
1518,0,3198
1519,0,3199
1519,0,3200
1520,0,3201
1521,0,3202
1522,0,3203
1523,0,3204
1525,0,3205
1527,0,3206
1529,0,3207
1531,0,3208
1533,0,3209
1533,0,3210
1534,0,3211
1534,0,3212
1534,0,3213
1534,0,3214
1534,0,3215
1534,0,3216
1534,0,3217
1535,0,3218
1535,0,3219
1536,0,3220
1538,0,3221
1540,0,3222
1542,0,3223
1545,0,3224
1548,0,3225
1551,0,3226
1553,0,3227
1554,0,3228
1555,0,3229
1555,0,3230
1555,0,3231
1555,0,3232
1555,0,3233
1555,0,3234
1555,0,3235
1555,0,3236
1555,0,3237
1556,0,3238
1557,0,3239
1559,0,3240
1560,0,3241
1561,0,3242
1562,0,3243
1563,0,3244
1563,0,3245
1563,0,3246
1563,0,3247
1562,0,3248
1562,0,3249
1561,0,3250
1559,0,3251
1558,0,3252
1556,0,3253
1555,0,3254
1555,0,3255
1556,0,3256
1557,0,3257
1560,0,3258
1563,0,3259
1566,0,3260
1569,0,3261
1571,0,3262
1574,0,3263
1575,0,3264
1575,0,3265
1575,0,3266
1574,0,3267
1572,0,3268
1571,0,3269
1569,0,3270
1567,0,3271
1566,0,3272
1566,0,3273
1566,0,3274
1567,0,3275
1568,0,3276
1570,0,3277
1572,0,3278
1575,0,3279
1578,0,3280
1580,0,3281
1582,0,3282
1582,0,3283
1581,0,3284
1579,0,3285
1576,0,3286
1572,0,3287
1569,0,3288
1568,0,3289
1567,0,3290
1568,0,3291
1571,0,3292
1574,0,3293
1576,0,3294
1579,0,3295
1581,0,3296
1581,0,3297
1581,0,3298
1580,0,3299
1579,0,3300
1578,0,3301
1577,0,3302
1578,0,3303
1580,0,3304
1583,0,3305
1587,0,3306
1590,0,3307
1593,0,3308
1594,0,3309
1594,0,3310
1593,0,3311
1591,0,3312
1589,0,3313
1587,0,3314
1585,0,3315
1584,0,3316
1583,0,3317
1583,0,3318
1582,0,3319
1582,0,3320
1583,0,3321
1584,0,3322
1587,0,3323
1589,0,3324
1592,0,3325
1594,0,3326
1596,0,3327
1597,0,3328
1597,0,3329
1597,0,3330
1596,0,3331
1595,0,3332
1595,0,3333
1595,0,3334
1595,0,3335
1597,0,3336
1598,0,3337
1600,0,3338
1601,0,3339
1601,0,3340
1600,0,3341
1599,0,3342
1597,0,3343
1595,0,3344
1594,0,3345
1594,0,3346
1595,0,3347
1597,0,3348
1599,0,3349
1601,0,3350
1602,0,3351
1602,0,3352
1603,0,3353
1604,0,3354
1605,0,3355
1606,0,3356
1607,0,3357
1608,0,3358
1609,0,3359
1609,0,3360
1608,0,3361
1608,0,3362
1608,0,3363
1610,0,3364
1612,0,3365
1615,0,3366
1618,0,3367
1622,0,3368
1625,0,3369
1627,0,3370
1629,0,3371
1630,0,3372
1630,0,3373
1630,0,3374
1629,0,3375
1629,0,3376
1629,0,3377
1629,0,3378
1631,0,3379
1633,0,3380
1637,0,3381
1641,0,3382
1646,0,3383
1652,0,3384
1657,0,3385
1662,0,3386
1667,0,3387
1671,0,3388
1673,0,3389
1674,0,3390
1672,1,3391
1668,0,3392
1662,0,3393
1656,0,3394
1651,0,3395
1646,0,3396
1642,0,3397
1639,0,3398
1636,0,3399
1632,0,3400
1627,0,3401
1619,0,3402
1609,0,3403
1599,0,3404
1589,0,3405
1581,0,3406
1576,0,3407
1573,0,3408
1573,0,3409
1575,0,3410
1578,0,3411
1581,0,3412
1585,0,3413
1589,0,3414
1593,0,3415
1596,0,3416
1599,0,3417
1600,0,3418
1601,0,3419
1601,0,3420
1600,0,3421
1598,0,3422
1597,0,3423
1595,0,3424
1594,0,3425
1592,0,3426
1591,0,3427
1590,0,3428
1589,0,3429
1588,0,3430
1587,0,3431
1587,0,3432
1587,0,3433
1586,0,3434
1584,0,3435
1581,0,3436
1575,0,3437
1567,0,3438
1559,0,3439
1551,0,3440
1548,0,3441
1554,0,3442
1576,0,3443
1618,0,3444
1684,0,3445
1773,0,3446
1880,0,3447
1997,0,3448
2113,0,3449
2214,0,3450
2288,0,3451
2325,0,3452
2320,0,3453
2271,0,3454
2182,0,3455
2059,0,3456
1909,0,3457
1742,0,3458
1566,0,3459
1391,0,3460
1226,0,3461
1082,0,3462
966,0,3463
885,0,3464
844,0,3465
841,0,3466
872,0,3467
929,0,3468
1001,0,3469
1079,0,3470
1152,0,3471
1216,0,3472
1267,0,3473
1307,0,3474
1339,0,3475
1367,0,3476
1396,0,3477
1428,0,3478
1466,0,3479
1508,0,3480
1552,0,3481
1596,0,3482
1637,0,3483
1671,0,3484
1697,0,3485
1714,0,3486
1722,0,3487
1723,0,3488
1719,0,3489
1712,0,3490
1703,0,3491
1695,0,3492
1689,0,3493
1686,0,3494
1685,0,3495
1687,0,3496
1690,0,3497
1694,0,3498
1699,0,3499
1702,0,3500
1705,0,3501
1706,0,3502
1706,0,3503
1705,0,3504
1704,0,3505
1703,0,3506
1703,0,3507
1704,0,3508
1706,0,3509
1708,0,3510
1709,0,3511
1710,0,3512
1710,0,3513
1709,0,3514
1707,0,3515
1705,0,3516
1703,0,3517
1701,0,3518
1701,0,3519
1702,0,3520
1704,0,3521
1707,0,3522
1709,0,3523
1711,0,3524
1712,0,3525
1712,0,3526
1711,0,3527
1709,0,3528
1708,0,3529
1707,0,3530
1708,0,3531
1709,0,3532
1710,0,3533
1712,0,3534
1713,0,3535
1715,0,3536
1716,0,3537
1718,0,3538
1720,0,3539
1722,0,3540
1725,0,3541
1728,0,3542
1730,0,3543
1733,0,3544
1735,0,3545
1737,0,3546
1738,0,3547
1739,0,3548
1739,0,3549
1740,0,3550
1740,0,3551
1741,0,3552
1743,0,3553
1745,0,3554
1748,0,3555
1751,0,3556
1754,0,3557
1758,0,3558
1761,0,3559
1764,0,3560
1766,0,3561
1769,0,3562
1771,0,3563
1773,0,3564
1774,0,3565
1774,0,3566
1773,0,3567
1771,0,3568
1769,0,3569
1767,0,3570
1766,0,3571
1767,0,3572
1768,0,3573
1771,0,3574
1773,0,3575
1775,0,3576
1776,0,3577
1776,0,3578
1774,0,3579
1771,0,3580
1767,0,3581
1762,0,3582
1758,0,3583
1753,0,3584
1749,0,3585
1745,0,3586
1742,0,3587
1738,0,3588
1734,0,3589
1730,0,3590
1724,0,3591
1717,0,3592
1710,0,3593
1701,0,3594
1693,0,3595
1686,0,3596
1678,0,3597
1671,0,3598
1664,0,3599
1655,0,3600
1645,0,3601
1633,0,3602
1620,0,3603
1606,0,3604
1591,0,3605
1578,0,3606
1566,0,3607
1556,0,3608
1549,0,3609
1543,0,3610
1540,0,3611
1538,0,3612
1537,0,3613
1535,0,3614
1533,0,3615
1530,0,3616
1526,0,3617
1520,0,3618
1514,0,3619
1508,0,3620
1501,0,3621
1496,0,3622
1492,0,3623
1490,0,3624
