FIR_BP_sample,Moving_Averaged_sample,Deriv_sample,peak,sample_number 
1578,0,0,0,89561
1577,0,0,0,89562
1577,0,0,0,89563
1577,0,0,0,89564
1577,0,0,0,89565
1577,0,0,0,89566
1577,0,0,0,89567
1577,0,0,0,89568
1577,0,0,0,89569
1578,0,0,0,89570
1578,0,0,0,89571
1579,0,0,0,89572
1580,0,0,0,89573
1581,0,0,0,89574
1583,0,0,0,89575
1585,0,0,0,89576
1586,0,0,0,89577
1588,0,0,0,89578
1589,1,0,0,89579
1590,1,0,0,89580
1590,1,0,0,89581
1591,1,0,0,89582
1591,1,0,0,89583
1591,1,0,0,89584
1591,1,0,0,89585
1592,1,0,0,89586
1593,1,0,0,89587
1594,1,0,0,89588
1596,1,0,0,89589
1598,1,0,0,89590
1599,1,0,0,89591
1600,1,0,0,89592
1600,1,0,0,89593
1599,1,0,0,89594
1598,1,0,0,89595
1596,1,0,0,89596
1595,1,0,0,89597
1594,1,0,0,89598
1595,1,0,0,89599
1596,1,0,0,89600
1598,1,0,0,89601
1601,1,0,0,89602
1604,1,0,0,89603
1607,1,0,0,89604
1608,1,0,0,89605
1609,1,0,0,89606
1609,1,0,0,89607
1608,1,0,0,89608
1607,1,0,0,89609
1605,1,0,0,89610
1604,1,0,0,89611
1603,1,0,0,89612
1603,1,0,0,89613
1604,1,0,0,89614
1604,1,0,0,89615
1606,1,0,0,89616
1608,1,0,0,89617
1611,1,0,0,89618
1615,1,0,0,89619
1620,1,0,0,89620
1626,1,0,0,89621
1632,1,0,0,89622
1639,1,0,0,89623
1645,1,0,0,89624
1650,1,0,0,89625
1652,1,0,0,89626
1652,1,0,0,89627
1650,1,0,0,89628
1645,1,0,0,89629
1640,1,1,0,89630
1636,1,1,0,89631
1634,1,1,0,89632
1635,1,1,0,89633
1640,1,1,0,89634
1647,1,1,0,89635
1654,1,1,0,89636
1659,1,1,0,89637
1661,1,1,0,89638
1656,1,1,0,89639
1646,2,1,0,89640
1631,2,1,0,89641
1612,2,1,0,89642
1594,2,1,0,89643
1578,3,1,0,89644
1566,3,1,0,89645
1561,3,1,0,89646
1560,4,1,0,89647
1564,4,1,0,89648
1571,4,1,0,89649
1579,4,1,0,89650
1586,4,1,0,89651
1592,4,2,0,89652
1597,4,2,0,89653
1599,4,2,0,89654
1600,4,2,0,89655
1599,4,2,0,89656
1597,4,2,0,89657
1595,4,2,0,89658
1592,5,2,0,89659
1589,5,2,0,89660
1586,5,2,0,89661
1584,5,2,0,89662
1584,5,1,0,89663
1585,6,1,0,89664
1587,6,1,0,89665
1590,6,1,0,89666
1593,6,1,0,89667
1595,6,1,0,89668
1596,7,1,0,89669
1596,7,1,0,89670
1594,7,1,0,89671
1591,7,1,0,89672
1588,7,1,0,89673
1584,7,1,0,89674
1582,7,1,0,89675
1580,7,1,0,89676
1581,7,1,0,89677
1583,7,1,0,89678
1587,7,1,0,89679
1592,7,1,0,89680
1596,7,1,0,89681
1600,7,1,0,89682
1602,7,1,0,89683
1603,7,1,0,89684
1603,7,1,0,89685
1602,7,1,0,89686
1600,7,1,0,89687
1599,7,2,0,89688
1599,7,3,0,89689
1600,7,5,0,89690
1601,8,7,0,89691
1603,8,8,0,89692
1606,8,10,0,89693
1608,8,12,0,89694
1611,8,13,0,89695
1614,9,14,0,89696
1618,9,14,0,89697
1622,9,14,0,89698
1627,9,14,0,89699
1632,9,16,0,89700
1636,9,20,0,89701
1640,9,27,0,89702
1642,10,38,0,89703
1643,11,53,0,89704
1643,12,70,0,89705
1641,15,89,0,89706
1639,19,109,0,89707
1636,24,128,0,89708
1634,29,144,0,89709
1632,34,157,0,89710
1630,38,165,0,89711
1629,41,169,0,89712
1629,43,171,0,89713
1630,43,170,0,89714
1631,43,171,0,89715
1634,44,175,0,89716
1639,48,184,0,89717
1645,58,200,0,89718
1654,76,225,0,89719
1664,104,258,0,89720
1674,140,300,0,89721
1684,183,349,0,89722
1693,232,401,0,89723
1699,282,455,0,89724
1702,329,507,0,89725
1703,369,555,0,89726
1702,401,595,0,89727
1698,421,628,0,89728
1694,432,651,0,89729
1688,435,665,0,89730
1681,435,671,0,89731
1674,437,672,0,89732
1655,469,669,0,89733
1643,510,671,0,89734
1630,572,679,0,89735
1615,656,694,0,89736
1601,760,717,0,89737
1588,882,747,0,89738
1576,1014,783,0,89739
1567,1149,821,0,89740
1562,1279,861,0,89741
1560,1398,897,0,89742
1561,1500,930,0,89743
1565,1583,956,0,89744
1570,1643,976,0,89745
1576,1683,989,0,89746
1581,1703,996,0,89747
1585,1710,1000,0,89748
1588,1711,1001,0,89749
1590,1712,1002,0,89750
1591,1720,1002,0,89751
1592,1742,1003,0,89752
1594,1780,1003,0,89753
1596,1837,1002,0,89754
1600,1913,999,0,89755
1603,2006,992,0,89756
1607,2113,979,0,89757
1609,2230,961,0,89758
1610,2349,935,0,89759
1608,2466,902,0,89760
1604,2575,863,0,89761
1598,2673,820,0,89762
1591,2755,776,0,89763
1584,2821,732,0,89764
1577,2871,692,0,89765
1573,2906,657,0,89766
1569,2927,629,0,89767
1566,2938,609,0,89768
1562,2943,596,0,89769
1554,2943,591,0,89770
1541,2943,590,0,89771
1521,2945,590,0,89772
1496,2950,588,0,89773
1469,2960,581,0,89774
1446,2975,565,0,89775
1435,2994,539,0,89776
1445,3017,501,0,89777
1486,3041,453,0,89778
1565,3066,397,0,89779
1684,3090,334,0,89780
1842,3111,269,0,89781
2029,3129,205,0,89782
2231,3144,146,0,89783
2429,3157,94,0,89784
2604,3167,51,0,89785
2735,3175,17,0,89786
2806,3182,-10,0,89787
2807,3186,-30,0,89788
2732,3187,-48,1,89789
2586,3184,-66,1,89790
2378,3174,-86,0,89791
2122,3155,-113,0,89792
1837,3128,-146,0,89793
1542,3091,-188,0,89794
1257,3048,-237,0,89795
1000,2999,-292,0,89796
785,2950,-350,0,89797
622,2903,-407,0,89798
518,2863,-462,0,89799
472,2832,-512,0,89800
480,2811,-555,0,89801
532,2801,-589,0,89802
616,2798,-614,0,89803
719,2797,-631,0,89804
827,2796,-641,0,89805
930,2786,-647,0,89806
1021,2764,-652,0,89807
1098,2723,-660,0,89808
1162,2661,-671,0,89809
1218,2578,-689,0,89810
1270,2474,-712,0,89811
1325,2353,-743,0,89812
1386,2222,-778,0,89813
1454,2087,-816,0,89814
1526,1958,-855,0,89815
1598,1839,-891,0,89816
1666,1737,-922,0,89817
1724,1655,-948,0,89818
1767,1595,-968,0,89819
1794,1555,-981,0,89820
1805,1535,-988,0,89821
1803,1528,-992,0,89822
1791,1527,-994,0,89823
1773,1527,-994,0,89824
1754,1519,-994,0,89825
1737,1498,-995,0,89826
1725,1461,-995,0,89827
1717,1406,-994,0,89828
1714,1331,-991,0,89829
1715,1240,-984,0,89830
1718,1134,-972,0,89831
1721,1019,-953,0,89832
1724,901,-928,0,89833
1725,786,-896,0,89834
1725,678,-858,0,89835
1724,581,-816,0,89836
1723,499,-773,0,89837
1723,434,-732,0,89838
1724,384,-694,0,89839
1725,349,-661,0,89840
1728,327,-635,0,89841
1731,316,-616,0,89842
1734,312,-604,0,89843
1737,311,-599,0,89844
1738,311,-598,0,89845
1738,309,-598,0,89846
1737,304,-599,0,89847
1734,294,-596,0,89848
1731,279,-588,0,89849
1727,260,-573,0,89850
1725,236,-551,0,89851
1723,210,-521,0,89852
1722,183,-484,0,89853
1723,155,-442,0,89854
1726,129,-396,0,89855
1730,106,-349,0,89856
1734,85,-303,0,89857
1740,69,-260,0,89858
1744,56,-221,0,89859
1748,46,-188,0,89860
1751,39,-162,0,89861
1752,34,-142,0,89862
1752,32,-127,0,89863
1749,30,-118,0,89864
1745,30,-114,0,89865
1741,30,-112,0,89866
1736,30,-112,0,89867
1733,30,-112,0,89868
1730,30,-112,0,89869
1730,30,-110,0,89870
1732,30,-106,0,89871
1737,30,-100,0,89872
1742,30,-93,0,89873
1748,30,-83,0,89874
1753,30,-73,0,89875
1758,30,-62,0,89876
1760,31,-51,0,89877
1762,31,-40,0,89878
1762,31,-31,0,89879
1761,32,-23,0,89880
1761,32,-17,0,89881
1761,32,-12,0,89882
1763,32,-8,0,89883
1766,31,-6,0,89884
1771,31,-4,0,89885
1778,31,-4,0,89886
1785,30,-4,0,89887
1792,30,-4,0,89888
1799,29,-5,0,89889
1805,29,-5,0,89890
1809,29,-6,0,89891
1812,29,-6,0,89892
1812,29,-6,0,89893
1811,29,-6,0,89894
1809,29,-6,0,89895
1806,29,-6,0,89896
1803,29,-6,0,89897
1801,28,-6,0,89898
1799,28,-6,0,89899
1800,27,-7,0,89900
1801,26,-7,0,89901
1804,25,-7,0,89902
1806,24,-7,0,89903
1809,22,-7,0,89904
1811,21,-7,0,89905
1812,19,-7,0,89906
1811,18,-6,0,89907
1811,17,-6,0,89908
1810,16,-6,0,89909
1809,15,-6,0,89910
1809,15,-6,0,89911
1810,15,-6,0,89912
1812,15,-6,0,89913
1814,15,-6,0,89914
1815,15,-6,0,89915
1815,15,-6,0,89916
1813,15,-6,0,89917
1808,15,-6,0,89918
1801,15,-6,0,89919
1793,15,-6,0,89920
1784,15,-5,0,89921
1775,16,-5,0,89922
1767,16,-5,0,89923
1761,16,-4,0,89924
1756,16,-4,0,89925
1751,16,-4,0,89926
1747,16,-3,0,89927
1742,16,-3,0,89928
1735,16,-2,0,89929
1727,16,-2,0,89930
1717,16,-2,0,89931
1706,16,-1,0,89932
1694,16,-1,0,89933
1680,16,-1,0,89934
1667,16,-1,0,89935
1653,16,-1,0,89936
1639,16,-1,0,89937
1626,16,-1,0,89938
1613,16,-2,0,89939
1600,16,-2,0,89940
1588,16,-2,0,89941
1577,16,-2,0,89942
1566,16,-2,0,89943
1557,16,-2,0,89944
1549,15,-2,0,89945
1542,15,-2,0,89946
1536,15,-2,0,89947
1530,14,-2,0,89948
1524,14,-2,0,89949
1518,14,-1,0,89950
1513,13,-1,0,89951
1508,13,-1,0,89952
1504,13,-1,0,89953
1501,13,-1,0,89954
1499,13,-1,0,89955
1497,12,-1,0,89956
1496,12,-1,0,89957
1496,12,-1,0,89958
1495,12,-1,0,89959
1495,12,-1,0,89960
1494,12,-2,0,89961
1494,12,-2,0,89962
1494,12,-2,0,89963
1494,12,-2,0,89964
1495,13,-2,0,89965
1497,13,-2,0,89966
1500,14,-2,0,89967
1503,14,-2,0,89968
1508,14,-2,0,89969
1512,14,-2,0,89970
1516,14,-1,0,89971
1519,14,-2,0,89972
1521,14,-2,0,89973
1521,14,-1,0,89974
1520,14,-1,0,89975
1518,14,-1,0,89976
1515,14,-1,0,89977
1512,13,-2,0,89978
1509,13,-1,0,89979
1507,13,-1,0,89980
1507,13,-1,0,89981
1509,13,-1,0,89982
1511,12,-1,0,89983
1515,12,-2,0,89984
1519,12,-2,0,89985
1524,12,-2,0,89986
1529,12,-2,0,89987
1533,12,-2,0,89988
1536,11,-2,0,89989
1539,11,-2,0,89990
1542,11,-2,0,89991
1545,11,-2,0,89992
1547,11,-2,0,89993
1548,11,-2,0,89994
1550,10,-2,0,89995
1551,10,-2,0,89996
1552,10,-2,0,89997
1553,10,-2,0,89998
1553,10,-2,0,89999
1553,10,-2,0,90000
1553,9,-2,0,90001
1553,9,-2,0,90002
1553,9,-2,0,90003
1553,9,-2,0,90004
1553,9,-2,0,90005
1553,9,-1,0,90006
1553,9,-1,0,90007
1553,9,-1,0,90008
1553,9,-1,0,90009
1553,9,-1,0,90010
1553,9,-1,0,90011
1553,10,-1,0,90012
1554,10,-1,0,90013
1555,10,-1,0,90014
1556,10,-1,0,90015
1557,10,-1,0,90016
1558,10,-2,0,90017
1558,10,-1,0,90018
1559,10,-2,0,90019
1559,10,-2,0,90020
1559,10,-2,0,90021
1559,10,-2,0,90022
1559,11,-2,0,90023
1560,11,-2,0,90024
1561,10,-2,0,90025
1562,10,-2,0,90026
1563,10,-2,0,90027
1563,10,-2,0,90028
1564,10,-2,0,90029
1563,10,-2,0,90030
1562,9,-2,0,90031
1561,9,-2,0,90032
1560,9,-2,0,90033
1559,8,-2,0,90034
1560,8,-3,0,90035
1561,7,-3,0,90036
1564,7,-3,0,90037
1568,6,-3,0,90038
1572,6,-3,0,90039
1577,5,-3,0,90040
1580,5,-3,0,90041
1582,5,-3,0,90042
1583,4,-3,0,90043
1582,4,-3,0,90044
1580,4,-3,0,90045
1578,4,-3,0,90046
1576,4,-3,0,90047
1574,4,-3,0,90048
1573,4,-3,0,90049
1574,4,-3,0,90050
1575,4,-3,0,90051
1577,4,-3,0,90052
1580,4,-3,0,90053
1582,4,-2,0,90054
1583,4,-2,0,90055
1584,4,-2,0,90056
1583,4,-2,0,90057
1583,4,-2,0,90058
1582,4,-2,0,90059
1580,4,-2,0,90060
1579,4,-1,0,90061
1579,4,-1,0,90062
1578,4,-1,0,90063
1578,4,-1,0,90064
1578,4,-1,0,90065
1578,4,0,0,90066
1578,4,0,0,90067
1578,4,0,0,90068
1578,4,0,0,90069
1578,4,0,0,90070
1579,4,0,0,90071
1580,4,0,0,90072
1581,4,0,0,90073
1582,4,0,0,90074
1584,4,0,0,90075
1585,4,0,0,90076
1587,4,0,0,90077
1588,4,0,0,90078
1589,4,0,0,90079
1589,4,-1,0,90080
1589,4,-1,0,90081
1589,4,-1,0,90082
1589,4,-1,0,90083
1589,4,-1,0,90084
1590,4,-1,0,90085
1591,4,-1,0,90086
1593,4,-1,0,90087
1595,4,-1,0,90088
1597,4,-1,0,90089
1598,4,-1,0,90090
1599,4,-1,0,90091
1599,4,-1,0,90092
1598,4,-1,0,90093
1597,4,-1,0,90094
1596,4,-1,0,90095
1595,4,-1,0,90096
1594,3,-1,0,90097
1595,3,-1,0,90098
1596,3,-1,0,90099
1599,3,-1,0,90100
1602,3,-1,0,90101
1605,3,-1,0,90102
1607,3,-1,0,90103
1609,3,-1,0,90104
1610,3,-1,0,90105
1609,3,-1,0,90106
1608,2,-1,0,90107
1607,2,-1,0,90108
1606,2,-1,0,90109
1605,2,-1,0,90110
1604,2,-1,0,90111
1605,2,-1,0,90112
1605,2,-1,0,90113
1607,2,-1,0,90114
1608,2,-1,0,90115
1611,2,-1,0,90116
1614,2,-1,0,90117
1617,2,-1,0,90118
1622,2,-1,0,90119
1628,2,0,0,90120
1634,2,0,0,90121
1641,2,0,0,90122
1647,2,0,0,90123
1652,2,0,0,90124
1654,2,0,0,90125
1654,3,0,0,90126
1652,3,0,0,90127
1647,3,0,0,90128
1642,3,0,0,90129
1638,3,0,0,90130
1635,3,0,0,90131
1637,3,0,0,90132
1641,3,0,0,90133
1648,3,0,0,90134
1655,3,0,0,90135
1660,3,0,0,90136
1661,3,0,0,90137
1657,3,0,0,90138
1646,3,0,0,90139
1631,3,0,0,90140
1612,3,0,0,90141
1594,3,0,0,90142
1578,3,0,0,90143
1567,3,0,0,90144
1561,3,0,0,90145
1561,3,0,0,90146
1565,3,0,0,90147
1572,3,0,0,90148
1580,3,0,0,90149
1587,3,0,0,90150
1593,3,0,0,90151
1597,3,0,0,90152
1599,3,0,0,90153
1599,3,0,0,90154
1599,3,0,0,90155
1597,3,0,0,90156
1594,3,0,0,90157
1591,3,0,0,90158
1589,3,0,0,90159
1586,3,0,0,90160
1585,3,0,0,90161
1585,3,0,0,90162
1586,3,0,0,90163
1588,3,0,0,90164
1591,3,0,0,90165
1594,3,0,0,90166
1596,3,0,0,90167
1598,3,0,0,90168
1598,3,0,0,90169
1597,3,0,0,90170
1594,3,0,0,90171
1590,3,0,0,90172
1587,3,0,0,90173
1583,3,0,0,90174
1582,3,1,0,90175
1582,3,1,0,90176
1584,4,1,0,90177
1587,4,1,0,90178
1592,4,1,0,90179
1597,4,1,0,90180
1601,5,2,0,90181
1604,5,2,0,90182
1605,5,2,0,90183
1605,5,2,0,90184
1604,5,2,0,90185
1603,5,2,0,90186
1601,5,2,0,90187
1601,5,2,0,90188
1601,5,3,0,90189
1601,5,4,0,90190
1603,5,5,0,90191
1605,6,7,0,90192
1608,6,8,0,90193
1610,6,9,0,90194
1613,7,9,0,90195
1617,8,9,0,90196
1621,8,9,0,90197
1626,9,10,0,90198
1630,9,11,0,90199
1635,9,15,0,90200
1638,9,21,0,90201
1641,9,31,0,90202
1642,9,43,0,90203
1642,9,58,0,90204
1640,10,75,0,90205
1638,12,92,0,90206
1636,14,108,0,90207
1634,18,123,0,90208
1632,21,133,0,90209
1630,24,140,0,90210
1630,26,144,0,90211
1629,27,145,0,90212
1629,27,145,0,90213
1631,27,146,0,90214
1634,29,149,0,90215
1639,33,159,0,90216
1645,42,176,0,90217
1654,58,201,0,90218
1664,82,234,0,90219
1675,113,276,0,90220
1685,151,323,0,90221
1694,193,375,0,90222
1700,237,428,0,90223
1703,277,479,0,90224
1704,313,525,0,90225
1702,340,565,0,90226
1699,357,597,0,90227
1694,366,621,0,90228
1688,368,635,0,90229
1681,368,642,0,90230
1674,371,643,0,90231
1665,381,642,0,90232
1644,447,644,0,90233
1631,510,652,0,90234
1617,594,668,0,90235
1603,699,691,0,90236
1589,818,721,0,90237
1577,948,758,0,90238
1568,1080,798,0,90239
1562,1207,839,0,90240
1560,1324,879,0,90241
1561,1424,914,0,90242
1564,1504,943,0,90243
1570,1563,967,0,90244
1575,1601,983,0,90245
1580,1620,994,0,90246
1584,1628,1000,0,90247
1587,1628,1004,0,90248
1589,1629,1006,0,90249
1590,1637,1007,0,90250
1592,1658,1008,0,90251
1593,1698,1008,0,90252
1596,1756,1007,0,90253
1599,1834,1003,0,90254
1603,1929,996,0,90255
1607,2038,983,0,90256
1609,2158,963,0,90257
1609,2280,937,0,90258
1607,2399,905,0,90259
1603,2511,868,0,90260
1597,2611,826,0,90261
1589,2695,783,0,90262
1582,2763,742,0,90263
1575,2815,703,0,90264
1570,2851,670,0,90265
1567,2874,644,0,90266
1564,2885,625,0,90267
1560,2889,614,0,90268
1552,2890,609,0,90269
1539,2889,608,0,90270
1520,2891,609,0,90271
1495,2896,608,0,90272
1468,2905,601,0,90273
1444,2920,587,0,90274
1433,2939,561,0,90275
1443,2963,525,0,90276
1484,2989,479,0,90277
1563,3015,424,0,90278
1682,3040,363,0,90279
1840,3064,299,0,90280
2027,3084,236,0,90281
2229,3101,177,0,90282
2428,3116,126,0,90283
2603,3127,82,0,90284
2734,3137,48,0,90285
2806,3145,21,0,90286
2808,3150,-1,0,90287
2736,3152,-20,1,90288
2592,3150,-38,1,90289
2385,3141,-60,0,90290
2131,3126,-86,0,90291
1846,3102,-120,0,90292
1551,3071,-161,0,90293
1265,3033,-209,0,90294
1005,2991,-263,0,90295
788,2947,-320,0,90296
623,2907,-376,0,90297
517,2872,-430,0,90298
471,2844,-480,0,90299
478,2827,-522,0,90300
531,2818,-556,0,90301
616,2816,-582,0,90302
719,2816,-599,0,90303
828,2814,-610,0,90304
932,2803,-617,0,90305
1023,2780,-623,0,90306
1100,2737,-630,0,90307
1164,2675,-643,0,90308
1220,2592,-661,0,90309
1273,2487,-686,0,90310
1328,2369,-718,0,90311
1389,2239,-754,0,90312
1456,2107,-794,0,90313
1528,1980,-835,0,90314
1600,1864,-874,0,90315
1667,1764,-908,0,90316
1724,1684,-937,0,90317
1768,1625,-960,0,90318
1795,1587,-976,0,90319
1807,1567,-987,0,90320
1805,1560,-994,0,90321
1793,1560,-997,0,90322
1776,1559,-999,0,90323
1757,1552,-1000,0,90324
1740,1531,-1001,0,90325
1728,1493,-1002,0,90326
1720,1435,-1001,0,90327
1716,1359,-997,0,90328
1717,1265,-990,0,90329
1719,1157,-977,0,90330
1722,1039,-958,0,90331
1724,919,-932,0,90332
1726,801,-900,0,90333
1726,691,-863,0,90334
1725,592,-822,0,90335
1725,508,-780,0,90336
1724,441,-740,0,90337
1725,389,-703,0,90338
1726,353,-671,0,90339
1729,331,-646,0,90340
1732,319,-628,0,90341
1734,314,-617,0,90342
1737,313,-612,0,90343
1738,313,-612,0,90344
1738,311,-613,0,90345
1737,306,-614,0,90346
1734,296,-611,0,90347
1731,281,-603,0,90348
1728,262,-588,0,90349
1725,238,-564,0,90350
1723,212,-534,0,90351
1723,184,-496,0,90352
1724,157,-453,0,90353
1727,131,-406,0,90354
1731,107,-358,0,90355
1735,87,-310,0,90356
1741,69,-266,0,90357
1746,55,-226,0,90358
1750,45,-192,0,90359
1753,37,-166,0,90360
1754,31,-145,0,90361
1753,28,-130,0,90362
1750,26,-121,0,90363
1746,25,-116,0,90364
1741,25,-114,0,90365
1736,25,-114,0,90366
1732,25,-114,0,90367
1730,25,-113,0,90368
1730,26,-111,0,90369
1733,26,-107,0,90370
1737,26,-101,0,90371
1743,26,-94,0,90372
1749,26,-84,0,90373
1755,27,-74,0,90374
1759,27,-62,0,90375
1762,28,-52,0,90376
1763,28,-41,0,90377
1763,28,-32,0,90378
1762,29,-24,0,90379
1761,29,-17,0,90380
1761,29,-11,0,90381
1763,29,-8,0,90382
1766,29,-5,0,90383
1771,29,-3,0,90384
1778,29,-2,0,90385
1785,29,-2,0,90386
1792,29,-2,0,90387
1799,29,-2,0,90388
1805,29,-3,0,90389
1809,29,-4,0,90390
1811,29,-4,0,90391
1812,29,-4,0,90392
1811,29,-5,0,90393
1809,29,-5,0,90394
1806,29,-5,0,90395
1803,28,-5,0,90396
1801,28,-6,0,90397
1799,28,-6,0,90398
1799,27,-6,0,90399
1801,26,-6,0,90400
1803,25,-6,0,90401
1806,24,-6,0,90402
1809,23,-6,0,90403
1811,21,-6,0,90404
1812,20,-6,0,90405
1812,19,-6,0,90406
1811,17,-6,0,90407
1810,16,-6,0,90408
1810,16,-6,0,90409
1810,15,-6,0,90410
1811,15,-6,0,90411
1813,15,-6,0,90412
1814,14,-6,0,90413
1816,14,-6,0,90414
1815,14,-6,0,90415
1813,14,-6,0,90416
1808,14,-6,0,90417
1801,14,-6,0,90418
1793,14,-6,0,90419
1784,14,-6,0,90420
1775,14,-6,0,90421
1767,14,-6,0,90422
1761,14,-5,0,90423
1757,14,-5,0,90424
1753,14,-4,0,90425
1749,14,-4,0,90426
1744,14,-4,0,90427
1738,14,-3,0,90428
1729,14,-3,0,90429
1719,14,-2,0,90430
1707,14,-2,0,90431
1694,14,-2,0,90432
1680,14,-2,0,90433
1667,14,-2,0,90434
1653,14,-2,0,90435
1640,14,-2,0,90436
1626,14,-2,0,90437
1613,14,-3,0,90438
1601,14,-3,0,90439
1589,14,-3,0,90440
1577,14,-3,0,90441
1567,14,-4,0,90442
1557,13,-4,0,90443
1549,13,-4,0,90444
1542,13,-4,0,90445
1535,12,-4,0,90446
1529,12,-4,0,90447
1523,12,-4,0,90448
1518,11,-4,0,90449
1513,11,-4,0,90450
1508,10,-4,0,90451
1503,10,-4,0,90452
1500,9,-4,0,90453
1497,9,-4,0,90454
1495,8,-4,0,90455
1494,8,-4,0,90456
1493,7,-4,0,90457
1493,7,-4,0,90458
1493,6,-4,0,90459
1492,6,-4,0,90460
1492,6,-5,0,90461
1492,6,-5,0,90462
1493,6,-5,0,90463
1494,6,-5,0,90464
1496,6,-5,0,90465
1499,6,-5,0,90466
1502,6,-5,0,90467
1506,6,-5,0,90468
1511,6,-5,0,90469
1515,6,-5,0,90470
1518,5,-5,0,90471
1520,5,-5,0,90472
1521,5,-5,0,90473
1520,5,-4,0,90474
1517,4,-4,0,90475
1514,4,-4,0,90476
1511,4,-4,0,90477
1508,3,-4,0,90478
1506,3,-4,0,90479
1506,3,-3,0,90480
1507,2,-3,0,90481
1510,2,-3,0,90482
1513,2,-3,0,90483
1518,1,-3,0,90484
1522,1,-3,0,90485
1527,1,-3,0,90486
1532,1,-3,0,90487
1535,1,-3,0,90488
1539,0,-3,0,90489
1542,0,-3,0,90490
1544,0,-3,0,90491
1546,0,-3,0,90492
1548,0,-3,0,90493
1550,0,-2,0,90494
1551,0,-2,0,90495
1552,0,-2,0,90496
1552,0,-2,0,90497
1553,0,-2,0,90498
1553,0,-2,0,90499
1552,0,-2,0,90500
1552,0,-2,0,90501
1552,0,-2,0,90502
1552,0,-2,0,90503
1552,0,-1,0,90504
1553,0,-1,0,90505
1553,0,-1,0,90506
1553,0,-1,0,90507
1554,0,-1,0,90508
1554,0,-1,0,90509
1554,0,-1,0,90510
1555,0,-1,0,90511
1555,0,0,0,90512
1556,0,0,0,90513
1557,0,0,0,90514
1557,0,0,0,90515
1558,0,0,0,90516
1559,0,0,0,90517
1560,0,0,0,90518
1560,0,0,0,90519
1561,0,0,0,90520
1561,0,0,0,90521
1561,0,0,0,90522
1561,0,0,0,90523
1562,0,0,0,90524
1563,0,0,0,90525
1564,0,0,0,90526
1565,0,0,0,90527
1565,0,0,0,90528
1564,0,0,0,90529
1563,0,0,0,90530
1562,0,0,0,90531
1561,0,0,0,90532
1561,0,0,0,90533
1561,0,0,0,90534
1563,0,0,0,90535
1566,0,0,0,90536
1570,0,0,0,90537
1574,0,0,0,90538
1578,0,0,0,90539
1581,0,0,0,90540
1584,0,0,0,90541
1584,0,0,0,90542
1584,0,0,0,90543
1582,0,0,0,90544
1579,0,0,0,90545
1577,0,0,0,90546
1575,0,0,0,90547
1573,0,0,0,90548
1573,0,0,0,90549
1574,0,0,0,90550
1576,0,0,0,90551
1578,0,0,0,90552
1580,0,0,0,90553
1581,0,0,0,90554
1581,0,0,0,90555
1581,0,0,0,90556
1580,0,0,0,90557
1579,0,0,0,90558
1578,0,0,0,90559
1577,0,0,0,90560
1576,0,0,0,90561
1576,0,0,0,90562
1576,0,0,0,90563
1577,0,0,0,90564
1578,0,0,0,90565
1578,0,0,0,90566
1579,0,0,0,90567
1579,0,0,0,90568
1580,0,0,0,90569
1580,0,0,0,90570
1581,0,0,0,90571
1582,0,0,0,90572
1583,0,0,0,90573
1585,0,0,0,90574
1586,0,0,0,90575
1587,0,0,0,90576
1589,0,0,0,90577
1589,0,0,0,90578
1590,0,0,0,90579
1590,0,0,0,90580
1590,0,0,0,90581
1590,1,0,0,90582
1590,1,0,0,90583
1591,1,0,0,90584
1592,1,0,0,90585
1594,1,0,0,90586
1596,1,0,0,90587
1598,1,0,0,90588
1599,1,0,0,90589
1600,1,0,0,90590
1600,1,0,0,90591
1599,1,0,0,90592
1598,1,0,0,90593
1596,1,0,0,90594
1595,1,0,0,90595
1595,1,0,0,90596
1596,1,0,0,90597
1597,1,0,0,90598
1600,1,0,0,90599
1603,1,0,0,90600
1606,1,0,0,90601
1609,1,0,0,90602
1611,1,0,0,90603
1612,1,0,0,90604
1612,1,0,0,90605
1611,1,0,0,90606
1609,1,0,0,90607
1608,1,0,0,90608
1607,1,0,0,90609
1605,1,0,0,90610
1605,1,0,0,90611
1605,1,0,0,90612
1605,1,0,0,90613
1606,1,0,0,90614
1609,1,0,0,90615
1612,1,0,0,90616
1616,1,0,0,90617
1621,1,0,0,90618
1628,1,0,0,90619
1635,1,0,0,90620
1641,1,0,0,90621
1648,1,0,0,90622
1652,1,0,0,90623
1654,1,0,0,90624
1653,1,0,0,90625
1650,1,0,0,90626
1645,1,0,0,90627
1640,1,0,0,90628
1635,1,0,0,90629
1633,1,0,0,90630
1634,1,0,0,90631
1639,1,0,0,90632
1646,1,0,0,90633
1654,1,0,0,90634
1659,1,0,0,90635
1661,1,0,0,90636
1657,1,0,0,90637
1647,1,0,0,90638
1632,1,0,0,90639
1614,1,0,0,90640
1595,1,0,0,90641
1579,1,0,0,90642
1567,1,0,0,90643
1561,1,0,0,90644
1560,1,0,0,90645
1564,1,0,0,90646
1570,1,0,0,90647
1578,1,0,0,90648
1585,1,0,0,90649
1592,2,0,0,90650
1596,2,0,0,90651
1599,2,0,0,90652
1600,2,0,0,90653
1599,2,0,0,90654
1597,2,0,0,90655
1594,2,0,0,90656
1591,2,0,0,90657
1587,2,0,0,90658
1584,2,0,0,90659
1583,2,0,0,90660
1582,2,0,0,90661
1583,2,0,0,90662
