FIR_BP_sample,Moving_Averaged_sample,Deriv_sample,peak,sample_number 
1610,6,1,0,21744
1609,6,1,0,21745
1608,6,1,0,21746
1606,6,1,0,21747
1605,6,1,0,21748
1604,6,1,0,21749
1604,6,1,0,21750
1604,6,1,0,21751
1605,6,1,0,21752
1606,6,0,0,21753
1609,6,1,0,21754
1612,6,1,0,21755
1616,6,1,0,21756
1621,7,1,0,21757
1627,7,1,0,21758
1633,7,1,0,21759
1640,7,1,0,21760
1646,7,1,0,21761
1650,7,1,0,21762
1653,7,1,0,21763
1652,7,1,0,21764
1650,7,1,0,21765
1645,8,1,0,21766
1640,8,1,0,21767
1636,8,1,0,21768
1634,8,1,0,21769
1635,8,1,0,21770
1640,9,1,0,21771
1647,9,1,0,21772
1655,9,1,0,21773
1661,9,1,0,21774
1662,9,1,0,21775
1657,9,0,0,21776
1647,10,0,0,21777
1631,10,0,0,21778
1612,9,0,0,21779
1594,9,0,0,21780
1578,9,0,0,21781
1566,9,-1,0,21782
1561,9,-1,0,21783
1560,9,-1,0,21784
1565,9,-1,0,21785
1572,9,-1,0,21786
1580,9,-1,0,21787
1587,9,-2,0,21788
1594,9,-2,0,21789
1598,9,-2,0,21790
1600,9,-2,0,21791
1600,9,-2,0,21792
1599,8,-2,0,21793
1597,8,-2,0,21794
1595,8,-2,0,21795
1591,7,-2,0,21796
1588,7,-2,0,21797
1586,7,-2,0,21798
1584,6,-2,0,21799
1583,6,-2,0,21800
1584,6,-2,0,21801
1587,5,-2,0,21802
1589,5,-2,0,21803
1592,5,-2,0,21804
1595,4,-2,0,21805
1596,4,-2,0,21806
1596,4,-2,0,21807
1594,4,-2,0,21808
1591,4,-2,0,21809
1588,4,-2,0,21810
1584,4,-2,0,21811
1581,4,-2,0,21812
1580,4,-2,0,21813
1581,4,-1,0,21814
1584,5,-1,0,21815
1587,5,0,0,21816
1592,5,0,0,21817
1597,5,0,0,21818
1600,5,1,0,21819
1603,6,1,0,21820
1604,6,1,0,21821
1603,6,1,0,21822
1602,6,1,0,21823
1601,6,1,0,21824
1599,6,1,0,21825
1599,6,2,0,21826
1600,6,3,0,21827
1601,6,5,0,21828
1603,6,7,0,21829
1605,6,8,0,21830
1608,7,10,0,21831
1611,8,11,0,21832
1614,8,11,0,21833
1617,9,11,0,21834
1621,9,11,0,21835
1626,10,12,0,21836
1631,10,14,0,21837
1635,10,18,0,21838
1639,10,25,0,21839
1641,9,35,0,21840
1642,10,49,0,21841
1642,10,66,0,21842
1640,12,85,0,21843
1638,14,103,0,21844
1636,18,121,0,21845
1634,22,136,0,21846
1632,26,147,0,21847
1630,30,155,0,21848
1629,32,159,0,21849
1629,33,159,0,21850
1629,33,159,0,21851
1631,34,161,0,21852
1634,35,165,0,21853
1639,40,174,0,21854
1646,51,190,0,21855
1655,68,215,0,21856
1665,94,249,0,21857
1676,129,291,0,21858
1686,172,338,0,21859
1695,219,390,0,21860
1701,266,443,0,21861
1704,310,495,0,21862
1704,348,543,0,21863
1702,376,583,0,21864
1698,395,616,0,21865
1693,404,639,0,21866
1687,406,653,0,21867
1681,406,659,0,21868
1674,409,661,0,21869
1665,419,659,0,21870
1644,485,661,0,21871
1630,548,669,0,21872
1616,632,684,0,21873
1601,737,706,0,21874
1588,856,736,0,21875
1576,986,771,0,21876
1567,1119,809,0,21877
1561,1248,849,0,21878
1559,1368,887,0,21879
1561,1470,919,0,21880
1564,1552,946,0,21881
1570,1611,966,0,21882
1576,1649,981,0,21883
1581,1668,989,0,21884
1586,1675,994,0,21885
1589,1676,997,0,21886
1590,1677,998,0,21887
1591,1685,998,0,21888
1592,1706,999,0,21889
1594,1744,999,0,21890
1596,1801,998,0,21891
1599,1877,994,0,21892
1603,1970,987,0,21893
1606,2076,974,0,21894
1609,2193,954,0,21895
1609,2312,929,0,21896
1607,2429,896,0,21897
1603,2539,859,0,21898
1596,2636,817,0,21899
1589,2719,773,0,21900
1581,2785,731,0,21901
1575,2835,691,0,21902
1570,2870,656,0,21903
1567,2891,629,0,21904
1565,2901,610,0,21905
1560,2905,598,0,21906
1552,2905,594,0,21907
1539,2905,593,0,21908
1519,2906,593,0,21909
1493,2911,592,0,21910
1466,2921,585,0,21911
1443,2935,569,0,21912
1433,2955,544,0,21913
1445,2978,507,0,21914
1488,3004,459,0,21915
1570,3029,403,0,21916
1692,3054,343,0,21917
1851,3076,278,0,21918
2039,3096,215,0,21919
2242,3112,157,0,21920
2439,3126,106,0,21921
2612,3137,63,0,21922
2740,3146,29,0,21923
2808,3154,3,0,21924
2805,3159,-18,0,21925
2727,3161,-36,1,21926
2579,3158,-54,1,21927
2368,3148,-75,0,21928
2111,3131,-101,0,21929
1824,3105,-135,0,21930
1529,3070,-176,0,21931
1244,3027,-224,0,21932
986,2980,-278,0,21933
772,2934,-335,0,21934
612,2890,-392,0,21935
510,2852,-448,0,21936
468,2824,-498,0,21937
479,2805,-541,0,21938
535,2796,-575,0,21939
622,2794,-600,0,21940
726,2794,-617,0,21941
835,2791,-628,0,21942
938,2781,-634,0,21943
1029,2757,-640,0,21944
1105,2715,-647,0,21945
1168,2653,-659,0,21946
1223,2569,-677,0,21947
1275,2465,-702,0,21948
1329,2346,-732,0,21949
1390,2217,-767,0,21950
1458,2085,-806,0,21951
1530,1955,-845,0,21952
1602,1836,-882,0,21953
1669,1734,-914,0,21954
1726,1652,-940,0,21955
1769,1593,-960,0,21956
1795,1555,-974,0,21957
1806,1535,-983,0,21958
1803,1528,-988,0,21959
1790,1528,-990,0,21960
1772,1528,-991,0,21961
1753,1520,-992,0,21962
1736,1499,-993,0,21963
1724,1462,-993,0,21964
1717,1406,-992,0,21965
1715,1332,-989,0,21966
1715,1241,-981,0,21967
1718,1135,-968,0,21968
1722,1020,-949,0,21969
1724,902,-924,0,21970
1725,787,-892,0,21971
1726,678,-854,0,21972
1725,582,-814,0,21973
1725,500,-772,0,21974
1724,434,-730,0,21975
1725,384,-692,0,21976
1727,349,-659,0,21977
1730,328,-634,0,21978
1733,317,-616,0,21979
1736,313,-604,0,21980
1738,312,-600,0,21981
1739,312,-599,0,21982
1738,310,-600,0,21983
1737,305,-601,0,21984
1734,295,-598,0,21985
1731,281,-590,0,21986
1728,261,-575,0,21987
1726,237,-552,0,21988
1724,211,-523,0,21989
1724,184,-486,0,21990
1725,157,-444,0,21991
1728,131,-398,0,21992
1732,107,-351,0,21993
1737,87,-304,0,21994
1742,69,-261,0,21995
1747,55,-222,0,21996
1751,45,-189,0,21997
1754,37,-163,0,21998
1755,32,-142,0,21999
1754,28,-128,0,22000
1751,26,-120,0,22001
1747,26,-115,0,22002
1742,25,-114,0,22003
1737,25,-113,0,22004
1733,26,-113,0,22005
1731,26,-112,0,22006
1731,26,-110,0,22007
1733,26,-106,0,22008
1737,26,-101,0,22009
1742,26,-93,0,22010
1748,27,-83,0,22011
1754,27,-72,0,22012
1759,27,-62,0,22013
1762,28,-51,0,22014
1763,28,-40,0,22015
1763,29,-31,0,22016
1762,29,-23,0,22017
1762,30,-16,0,22018
1762,30,-11,0,22019
1763,30,-7,0,22020
1766,30,-4,0,22021
1771,30,-3,0,22022
1778,30,-2,0,22023
1785,30,-2,0,22024
1792,30,-2,0,22025
1799,30,-2,0,22026
1805,30,-3,0,22027
1809,31,-4,0,22028
1811,31,-4,0,22029
1812,31,-4,0,22030
1811,31,-5,0,22031
1809,31,-5,0,22032
1806,31,-5,0,22033
1803,30,-5,0,22034
1801,30,-5,0,22035
1800,29,-5,0,22036
1800,29,-6,0,22037
1802,28,-6,0,22038
1804,26,-6,0,22039
1807,25,-6,0,22040
1810,23,-6,0,22041
1812,22,-6,0,22042
1812,20,-6,0,22043
1812,19,-6,0,22044
1811,18,-6,0,22045
1810,17,-6,0,22046
1810,16,-6,0,22047
1810,15,-6,0,22048
1811,15,-6,0,22049
1813,15,-6,0,22050
1815,15,-6,0,22051
1816,15,-6,0,22052
1816,15,-6,0,22053
1814,15,-6,0,22054
1809,15,-6,0,22055
1802,15,-6,0,22056
1794,15,-5,0,22057
1784,16,-5,0,22058
1776,16,-5,0,22059
1768,16,-5,0,22060
1761,16,-4,0,22061
1756,16,-4,0,22062
1752,17,-4,0,22063
1748,17,-3,0,22064
1743,17,-2,0,22065
1736,17,-2,0,22066
1728,17,-2,0,22067
1718,18,-1,0,22068
1707,18,-1,0,22069
1694,18,-1,0,22070
1680,18,0,0,22071
1667,18,-1,0,22072
1653,18,-1,0,22073
1639,18,-1,0,22074
1626,18,-1,0,22075
1613,18,-1,0,22076
1600,18,-1,0,22077
1588,18,-2,0,22078
1577,17,-2,0,22079
1567,17,-2,0,22080
1558,17,-2,0,22081
1549,17,-2,0,22082
1542,16,-2,0,22083
1535,16,-2,0,22084
1529,16,-2,0,22085
1523,15,-3,0,22086
1518,15,-3,0,22087
1513,15,-3,0,22088
1508,14,-3,0,22089
1503,14,-3,0,22090
1500,14,-3,0,22091
1497,13,-3,0,22092
1495,13,-3,0,22093
1494,13,-3,0,22094
1494,12,-3,0,22095
1494,12,-3,0,22096
1494,12,-3,0,22097
1494,12,-3,0,22098
1493,11,-3,0,22099
1493,11,-3,0,22100
1494,11,-3,0,22101
1494,11,-3,0,22102
1496,11,-3,0,22103
1499,11,-3,0,22104
1503,11,-3,0,22105
1507,11,-3,0,22106
1512,11,-3,0,22107
1516,11,-3,0,22108
1519,12,-2,0,22109
1521,12,-2,0,22110
1522,12,-3,0,22111
1520,12,-2,0,22112
1518,11,-2,0,22113
1515,11,-2,0,22114
1512,11,-2,0,22115
1509,11,-2,0,22116
1507,11,-2,0,22117
1507,11,-2,0,22118
1509,11,-2,0,22119
1511,11,-2,0,22120
1515,11,-3,0,22121
1519,10,-2,0,22122
1524,10,-2,0,22123
1528,10,-3,0,22124
1532,10,-3,0,22125
1536,10,-3,0,22126
1539,10,-3,0,22127
1542,9,-3,0,22128
1545,9,-3,0,22129
1547,9,-3,0,22130
1549,9,-3,0,22131
1550,8,-3,0,22132
1551,8,-3,0,22133
1552,8,-3,0,22134
1553,7,-3,0,22135
1553,7,-3,0,22136
1553,7,-3,0,22137
1553,6,-3,0,22138
1553,6,-3,0,22139
1553,6,-3,0,22140
1552,5,-3,0,22141
1552,5,-3,0,22142
1552,5,-3,0,22143
1552,5,-3,0,22144
1552,5,-3,0,22145
1553,5,-3,0,22146
1553,5,-3,0,22147
1553,5,-3,0,22148
1553,5,-3,0,22149
1554,5,-3,0,22150
1554,5,-3,0,22151
1555,5,-3,0,22152
1556,5,-3,0,22153
1557,5,-3,0,22154
1558,5,-3,0,22155
1559,5,-3,0,22156
1559,4,-3,0,22157
1559,4,-2,0,22158
1559,4,-2,0,22159
1560,4,-3,0,22160
1560,4,-2,0,22161
1561,4,-2,0,22162
1563,4,-2,0,22163
1564,4,-2,0,22164
1565,4,-2,0,22165
1565,4,-2,0,22166
1564,3,-2,0,22167
1563,3,-2,0,22168
1562,3,-2,0,22169
1561,3,-2,0,22170
1560,3,-2,0,22171
1560,2,-2,0,22172
1561,2,-2,0,22173
1564,2,-2,0,22174
1567,2,-2,0,22175
1571,2,-2,0,22176
1575,1,-2,0,22177
1579,1,-2,0,22178
1581,1,-2,0,22179
1581,1,-2,0,22180
1581,1,-2,0,22181
1579,1,-2,0,22182
1577,0,-2,0,22183
1575,0,-2,0,22184
1573,0,-2,0,22185
1572,0,-2,0,22186
1572,0,-2,0,22187
1573,0,-2,0,22188
1575,0,-2,0,22189
1577,0,-2,0,22190
1578,0,-2,0,22191
1580,0,-2,0,22192
1580,0,-2,0,22193
1580,0,-2,0,22194
1579,0,-1,0,22195
1578,0,-1,0,22196
1577,0,-1,0,22197
1576,0,-1,0,22198
1575,0,-1,0,22199
1575,0,0,0,22200
1575,0,0,0,22201
1576,0,0,0,22202
1577,0,0,0,22203
1577,0,0,0,22204
1578,0,0,0,22205
1578,0,0,0,22206
1579,0,0,0,22207
1579,0,0,0,22208
1579,0,0,0,22209
1580,0,0,0,22210
1581,0,0,0,22211
1583,1,0,0,22212
1584,1,0,0,22213
1586,1,0,0,22214
1587,1,0,0,22215
1589,1,0,0,22216
1589,1,0,0,22217
1590,1,0,0,22218
1590,1,0,0,22219
1590,1,0,0,22220
1590,1,0,0,22221
1591,2,0,0,22222
1592,2,0,0,22223
1593,2,0,0,22224
1595,2,0,0,22225
1597,2,0,0,22226
1599,2,0,0,22227
1600,2,0,0,22228
1600,2,0,0,22229
1599,2,0,0,22230
1598,2,0,0,22231
1597,2,0,0,22232
1595,2,0,0,22233
1595,2,0,0,22234
1595,2,0,0,22235
1597,2,0,0,22236
1599,2,0,0,22237
1602,2,0,0,22238
1605,2,0,0,22239
1608,2,0,0,22240
1609,2,0,0,22241
1610,2,0,0,22242
1610,2,0,0,22243
1609,2,0,0,22244
1607,2,0,0,22245
1606,2,0,0,22246
1604,2,0,0,22247
1603,2,0,0,22248
1603,2,0,0,22249
1604,2,0,0,22250
1605,2,0,0,22251
1606,2,0,0,22252
1608,2,0,0,22253
1611,2,0,0,22254
1615,2,0,0,22255
1620,2,0,0,22256
1626,2,0,0,22257
1633,2,0,0,22258
1640,2,0,0,22259
1646,2,0,0,22260
1651,2,0,0,22261
1653,2,0,0,22262
1653,2,0,0,22263
1650,2,0,0,22264
1646,2,0,0,22265
1640,2,0,0,22266
1636,2,0,0,22267
1634,2,0,0,22268
1635,2,0,0,22269
1640,2,0,0,22270
1647,2,0,0,22271
1654,2,0,0,22272
1660,2,0,0,22273
1661,2,0,0,22274
1656,2,0,0,22275
1646,2,0,0,22276
1630,2,0,0,22277
1611,2,0,0,22278
1593,2,0,0,22279
1577,3,0,0,22280
1566,3,0,0,22281
1560,3,0,0,22282
1560,3,0,0,22283
1564,3,0,0,22284
1572,3,0,0,22285
1580,3,0,0,22286
1588,3,0,0,22287
1594,3,0,0,22288
1598,3,0,0,22289
1601,3,0,0,22290
1601,3,0,0,22291
1600,3,0,0,22292
1598,3,0,0,22293
1595,3,0,0,22294
1592,3,0,0,22295
1589,3,0,0,22296
1586,3,0,0,22297
1584,3,0,0,22298
1584,3,0,0,22299
1585,3,1,0,22300
1587,3,1,0,22301
1590,3,1,0,22302
1593,3,0,0,22303
1596,3,0,0,22304
1597,3,0,0,22305
1597,3,0,0,22306
1595,3,0,0,22307
1592,3,0,0,22308
1588,3,0,0,22309
1584,3,0,0,22310
1582,3,1,0,22311
1580,4,1,0,22312
1581,4,1,0,22313
1584,4,1,0,22314
1588,4,1,0,22315
1592,4,1,0,22316
1597,5,1,0,22317
1601,5,1,0,22318
1603,5,1,0,22319
1604,5,1,0,22320
1604,5,1,0,22321
1603,5,1,0,22322
1601,5,2,0,22323
1600,5,2,0,22324
1599,5,3,0,22325
1599,5,4,0,22326
1601,5,6,0,22327
1603,6,7,0,22328
1605,6,9,0,22329
1608,6,11,0,22330
1611,7,12,0,22331
1614,7,12,0,22332
1618,7,12,0,22333
1622,8,12,0,22334
1627,8,13,0,22335
1631,8,15,0,22336
1635,8,19,0,22337
1639,8,27,0,22338
1641,8,38,0,22339
1641,9,53,0,22340
1641,10,70,0,22341
1640,12,89,0,22342
1638,15,109,0,22343
1636,19,127,0,22344
1634,23,143,0,22345
1632,27,155,0,22346
1630,31,162,0,22347
1629,34,166,0,22348
1629,35,167,0,22349
1629,35,167,0,22350
1630,35,168,0,22351
1633,37,173,0,22352
1638,42,183,0,22353
1646,53,199,0,22354
1655,73,225,0,22355
1665,101,260,0,22356
1676,138,302,0,22357
1686,181,351,0,22358
1694,230,404,0,22359
1700,279,458,0,22360
1704,324,510,0,22361
1704,363,557,0,22362
1702,393,598,0,22363
1699,412,630,0,22364
1693,422,653,0,22365
1688,425,667,0,22366
1681,425,673,0,22367
1673,427,674,0,22368
1665,439,673,0,22369
1643,507,674,0,22370
1629,572,682,0,22371
1615,658,697,0,22372
1601,765,720,0,22373
1587,887,749,0,22374
1576,1019,784,0,22375
1567,1154,823,0,22376
1562,1284,860,0,22377
1560,1403,896,0,22378
1561,1505,927,0,22379
1565,1587,953,0,22380
1570,1646,971,0,22381
1576,1684,983,0,22382
1581,1704,991,0,22383
1585,1710,995,0,22384
1588,1710,996,0,22385
1590,1711,997,0,22386
1591,1720,997,0,22387
1593,1741,997,0,22388
1595,1779,997,0,22389
1597,1836,996,0,22390
1601,1911,992,0,22391
1604,2004,985,0,22392
1607,2111,971,0,22393
1609,2225,952,0,22394
1609,2342,925,0,22395
1607,2457,892,0,22396
1603,2564,853,0,22397
1596,2659,811,0,22398
1589,2739,767,0,22399
1582,2803,723,0,22400
1576,2851,683,0,22401
1571,2885,649,0,22402
1568,2905,621,0,22403
1565,2915,602,0,22404
1561,2919,590,0,22405
1553,2919,585,0,22406
1539,2919,584,0,22407
1519,2921,585,0,22408
1494,2927,583,0,22409
1466,2937,575,0,22410
1443,2953,558,0,22411
1432,2973,532,0,22412
1443,2997,494,0,22413
1486,3022,447,0,22414
1566,3047,390,0,22415
1688,3072,328,0,22416
1848,3094,265,0,22417
2036,3113,202,0,22418
2239,3129,145,0,22419
2438,3142,94,0,22420
2611,3152,52,0,22421
2740,3161,19,0,22422
2808,3167,-6,0,22423
2805,3172,-27,0,22424
2727,3173,-45,1,22425
2578,3169,-63,1,22426
2367,3158,-84,0,22427
2108,3138,-112,0,22428
1821,3110,-146,0,22429
1525,3073,-189,0,22430
1240,3029,-238,0,22431
984,2981,-293,0,22432
770,2933,-351,0,22433
611,2888,-410,0,22434
510,2849,-465,0,22435
468,2820,-516,0,22436
480,2800,-558,0,22437
535,2791,-592,0,22438
622,2788,-617,0,22439
726,2788,-634,0,22440
834,2785,-644,0,22441
937,2774,-650,0,22442
1027,2749,-656,0,22443
1103,2705,-663,0,22444
1166,2641,-675,0,22445
1221,2555,-692,0,22446
1273,2448,-717,0,22447
1329,2327,-747,0,22448
1390,2195,-782,0,22449
1457,2060,-820,0,22450
1529,1930,-857,0,22451
1602,1811,-892,0,22452
1669,1709,-923,0,22453
1726,1627,-948,0,22454
1768,1568,-966,0,22455
1795,1530,-979,0,22456
1805,1510,-986,0,22457
1802,1504,-990,0,22458
1790,1504,-992,0,22459
1772,1503,-992,0,22460
1753,1495,-993,0,22461
1737,1474,-993,0,22462
1724,1437,-993,0,22463
1717,1381,-992,0,22464
1715,1306,-988,0,22465
1715,1214,-981,0,22466
1718,1109,-968,0,22467
1722,996,-948,0,22468
1724,880,-922,0,22469
1726,767,-889,0,22470
1726,661,-851,0,22471
1725,567,-809,0,22472
1724,487,-766,0,22473
1724,423,-724,0,22474
1724,375,-686,0,22475
1726,341,-654,0,22476
1728,321,-628,0,22477
1731,310,-609,0,22478
1734,307,-598,0,22479
1736,306,-592,0,22480
1738,306,-592,0,22481
1738,304,-593,0,22482
1736,298,-593,0,22483
1734,287,-590,0,22484
1731,271,-582,0,22485
1728,251,-567,0,22486
1725,227,-544,0,22487
1724,201,-514,0,22488
1723,174,-478,0,22489
1725,146,-436,0,22490
1727,120,-390,0,22491
1732,96,-344,0,22492
1737,76,-299,0,22493
1742,59,-256,0,22494
1747,46,-219,0,22495
1751,36,-186,0,22496
1753,30,-161,0,22497
1754,25,-141,0,22498
1753,23,-128,0,22499
1750,22,-119,0,22500
1746,21,-115,0,22501
1741,21,-114,0,22502
1736,21,-113,0,22503
1732,21,-113,0,22504
1730,21,-112,0,22505
1730,21,-110,0,22506
1733,21,-105,0,22507
1737,21,-99,0,22508
1743,21,-91,0,22509
1749,21,-81,0,22510
1755,21,-71,0,22511
1759,21,-60,0,22512
1762,22,-49,0,22513
1763,22,-38,0,22514
1762,23,-29,0,22515
1761,23,-21,0,22516
1760,24,-14,0,22517
1760,24,-9,0,22518
1762,24,-5,0,22519
1765,25,-3,0,22520
1771,25,-1,0,22521
1777,25,-1,0,22522
1784,25,-1,0,22523
1792,25,-1,0,22524
1799,25,-1,0,22525
1805,25,-2,0,22526
1809,25,-2,0,22527
1811,25,-2,0,22528
1812,25,-3,0,22529
1811,25,-3,0,22530
1809,25,-3,0,22531
1807,25,-3,0,22532
1804,25,-3,0,22533
1802,25,-3,0,22534
1801,25,-3,0,22535
1801,24,-3,0,22536
1803,24,-3,0,22537
1805,23,-3,0,22538
1808,22,-3,0,22539
1811,21,-4,0,22540
1812,20,-4,0,22541
1813,19,-4,0,22542
1813,18,-4,0,22543
1812,17,-4,0,22544
1811,16,-4,0,22545
1811,15,-4,0,22546
1811,15,-4,0,22547
1811,15,-4,0,22548
1813,15,-4,0,22549
1815,15,-4,0,22550
1816,15,-4,0,22551
1816,15,-4,0,22552
1813,15,-4,0,22553
1809,15,-4,0,22554
1802,16,-4,0,22555
1794,16,-4,0,22556
1785,16,-4,0,22557
1776,16,-4,0,22558
1768,16,-4,0,22559
1762,16,-4,0,22560
1756,16,-3,0,22561
1752,16,-3,0,22562
1747,16,-3,0,22563
1742,16,-2,0,22564
1736,16,-2,0,22565
1728,16,-2,0,22566
1718,16,-2,0,22567
1706,16,-2,0,22568
1694,16,-1,0,22569
1680,16,-2,0,22570
1666,16,-2,0,22571
1653,16,-2,0,22572
1639,16,-2,0,22573
1625,16,-2,0,22574
1612,16,-2,0,22575
1599,16,-2,0,22576
1587,16,-2,0,22577
1576,16,-3,0,22578
1566,15,-3,0,22579
1557,15,-4,0,22580
1549,15,-4,0,22581
1542,14,-4,0,22582
1535,14,-4,0,22583
1529,14,-4,0,22584
1524,13,-4,0,22585
1518,13,-4,0,22586
1513,12,-4,0,22587
1508,12,-4,0,22588
1504,11,-4,0,22589
1500,11,-4,0,22590
1497,11,-4,0,22591
1495,10,-4,0,22592
1494,10,-4,0,22593
1494,10,-4,0,22594
1493,9,-4,0,22595
1493,9,-4,0,22596
1493,8,-4,0,22597
1493,8,-4,0,22598
1493,8,-4,0,22599
1493,8,-4,0,22600
1494,8,-4,0,22601
1496,8,-4,0,22602
1499,8,-4,0,22603
1503,8,-4,0,22604
1507,8,-4,0,22605
1512,8,-4,0,22606
1516,8,-4,0,22607
1519,8,-4,0,22608
1521,8,-4,0,22609
1522,8,-4,0,22610
1521,8,-4,0,22611
1519,8,-4,0,22612
1515,7,-4,0,22613
1512,7,-4,0,22614
1509,7,-3,0,22615
1507,7,-3,0,22616
1506,6,-3,0,22617
1507,6,-3,0,22618
1510,6,-3,0,22619
1514,5,-3,0,22620
1518,5,-3,0,22621
1523,5,-3,0,22622
1528,4,-3,0,22623
1533,4,-3,0,22624
1537,4,-3,0,22625
1540,3,-3,0,22626
1543,3,-3,0,22627
1545,3,-3,0,22628
1547,3,-3,0,22629
1548,3,-3,0,22630
1550,3,-3,0,22631
1551,3,-3,0,22632
1552,3,-3,0,22633
1553,3,-3,0,22634
1554,3,-3,0,22635
1555,2,-2,0,22636
1555,2,-2,0,22637
1555,2,-2,0,22638
1554,2,-2,0,22639
1554,2,-2,0,22640
1553,2,-2,0,22641
1553,2,-2,0,22642
1553,2,-2,0,22643
1553,2,-2,0,22644
1553,2,-2,0,22645
1553,2,-1,0,22646
1553,2,-1,0,22647
1553,2,-1,0,22648
1554,2,-1,0,22649
1555,2,-1,0,22650
1556,2,-1,0,22651
1557,2,-1,0,22652
1558,2,-1,0,22653
1559,2,-1,0,22654
1559,2,-1,0,22655
1560,2,-1,0,22656
1560,2,-1,0,22657
1561,2,-1,0,22658
1561,2,-1,0,22659
1562,2,-1,0,22660
1562,2,-1,0,22661
1563,2,-1,0,22662
1564,2,-1,0,22663
1565,2,-1,0,22664
1565,2,-1,0,22665
1565,2,-1,0,22666
1563,2,-1,0,22667
1562,2,-1,0,22668
1561,2,-1,0,22669
1560,2,-1,0,22670
1560,1,-1,0,22671
1562,1,-1,0,22672
1565,1,-1,0,22673
1568,1,-1,0,22674
1572,1,-1,0,22675
1576,1,-1,0,22676
1580,1,-1,0,22677
1582,1,-1,0,22678
1582,0,-1,0,22679
1582,0,-1,0,22680
1580,0,-1,0,22681
1577,0,-1,0,22682
1575,0,-1,0,22683
1573,0,-1,0,22684
1572,0,-1,0,22685
1572,0,-1,0,22686
1573,0,-1,0,22687
1575,0,-1,0,22688
1577,0,-1,0,22689
1578,0,-1,0,22690
1580,0,-1,0,22691
1580,0,-1,0,22692
1580,0,-1,0,22693
1579,0,0,0,22694
1578,0,0,0,22695
1577,0,0,0,22696
1576,0,0,0,22697
1576,0,0,0,22698
1576,0,0,0,22699
1576,0,0,0,22700
1576,0,0,0,22701
1577,0,0,0,22702
1577,1,0,0,22703
1578,1,0,0,22704
1578,1,0,0,22705
1579,1,1,0,22706
1579,1,1,0,22707
1580,1,1,0,22708
1581,1,1,0,22709
1583,1,1,0,22710
1584,1,1,0,22711
1586,1,1,0,22712
1587,1,1,0,22713
1588,1,1,0,22714
1589,2,1,0,22715
1589,2,1,0,22716
1589,2,1,0,22717
1589,2,1,0,22718
1589,2,1,0,22719
1589,2,1,0,22720
1590,2,1,0,22721
1591,2,1,0,22722
1593,3,1,0,22723
1595,3,1,0,22724
1597,3,1,0,22725
1598,3,0,0,22726
1599,3,0,0,22727
1599,3,0,0,22728
1599,3,0,0,22729
1598,3,0,0,22730
1596,3,0,0,22731
1595,3,0,0,22732
1595,3,0,0,22733
1596,3,0,0,22734
1597,3,0,0,22735
1600,3,0,0,22736
1603,3,0,0,22737
1606,3,0,0,22738
1609,3,0,0,22739
1610,3,0,0,22740
1611,3,0,0,22741
1611,3,0,0,22742
1610,3,0,0,22743
1608,3,0,0,22744
1606,3,0,0,22745
1605,3,0,0,22746
1604,3,0,0,22747
1604,3,0,0,22748
1605,3,0,0,22749
1606,3,0,0,22750
1607,3,0,0,22751
1609,3,0,0,22752
1612,3,0,0,22753
1616,3,-1,0,22754
1621,3,-1,0,22755
1627,3,-1,0,22756
1634,3,-1,0,22757
1640,3,-1,0,22758
1646,3,-1,0,22759
1651,3,-1,0,22760
1653,3,-1,0,22761
1653,3,-1,0,22762
1650,3,-1,0,22763
1646,3,-1,0,22764
1640,3,-1,0,22765
1636,3,-1,0,22766
1634,3,-1,0,22767
1636,3,-1,0,22768
1640,3,-1,0,22769
1647,3,-1,0,22770
1655,2,-1,0,22771
1660,2,-1,0,22772
1661,2,-1,0,22773
1656,2,-1,0,22774
1645,2,-2,0,22775
1629,2,-2,0,22776
1610,2,-2,0,22777
1592,2,-2,0,22778
1576,2,-2,0,22779
1565,1,-2,0,22780
1560,1,-2,0,22781
1560,1,-2,0,22782
1564,1,-2,0,22783
1572,1,-1,0,22784
1580,1,-1,0,22785
1587,1,-1,0,22786
1593,1,-1,0,22787
1598,1,-1,0,22788
1600,1,-1,0,22789
1600,1,-1,0,22790
1599,1,-1,0,22791
1597,0,-1,0,22792
1595,0,-1,0,22793
1592,0,-1,0,22794
1588,0,-1,0,22795
1586,0,0,0,22796
1584,0,0,0,22797
1584,0,0,0,22798
1584,0,0,0,22799
1586,0,0,0,22800
1589,1,0,0,22801
1592,1,0,0,22802
1595,1,0,0,22803
1596,1,0,0,22804
1596,1,0,0,22805
1594,1,0,0,22806
1591,1,0,0,22807
1588,1,0,0,22808
1584,1,0,0,22809
1582,1,0,0,22810
1580,1,0,0,22811
1581,1,0,0,22812
1583,2,1,0,22813
1587,2,1,0,22814
1591,2,1,0,22815
1596,2,1,0,22816
1600,2,1,0,22817
1602,2,1,0,22818
1604,2,1,0,22819
1604,2,1,0,22820
1603,2,1,0,22821
1601,2,2,0,22822
1600,2,2,0,22823
1600,2,3,0,22824
1600,3,5,0,22825
1601,3,7,0,22826
1603,3,9,0,22827
1605,3,11,0,22828
1607,3,13,0,22829
1610,4,14,0,22830
1614,4,14,0,22831
1618,4,14,0,22832
1622,4,15,0,22833
1627,4,15,0,22834
1631,4,17,0,22835
1636,4,21,0,22836
1640,4,29,0,22837
1642,5,41,0,22838
1643,6,55,0,22839
1642,7,73,0,22840
1641,10,92,0,22841
