#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA2ABB
#Date Time: 2024-08-13 19:39:39.188
#Sample rate: 511.999Hz
#Samples: 4096

Time (s),Data,DV,MISO,MOSI,SCK
-1.66797302,2478,1,1,0,1
-1.66601989,2473,1,1,0,1
-1.66406676,2468,1,1,0,1
-1.66211363,2465,1,1,0,1
-1.6601605,2463,1,1,0,1
-1.65820737,2463,1,1,0,1
-1.65625424,2463,1,1,0,1
-1.65430111,2463,1,1,0,1
-1.65234798,2460,1,1,0,1
-1.65039485,2458,1,1,0,1
-1.64844172,2457,1,1,0,1
-1.64648859,2455,1,1,0,1
-1.64453546,2452,1,1,0,1
-1.64258233,2447,1,1,0,1
-1.6406292,2442,1,1,0,1
-1.63867607,2438,1,1,0,1
-1.63672294,2429,1,1,0,1
-1.63476981,2419,1,1,0,1
-1.63281668,2410,1,1,0,1
-1.63086355,2396,1,1,0,1
-1.62891042,2383,1,1,0,1
-1.62695729,2377,1,1,0,1
-1.62500416,2373,1,1,0,1
-1.62305103,2371,1,1,0,1
-1.6210979,2370,1,1,0,1
-1.61914477,2371,1,1,0,1
-1.61719164,2375,1,1,0,1
-1.61523851,2383,1,1,0,1
-1.61328538,2390,1,0,0,1
-1.61133225,2392,0,1,0,0
-1.60937912,2304,0,1,0,0
-1.60742599,0,0,1,1,0
-1.60547286,2413,1,1,0,1
-1.60351973,2421,1,1,0,1
-1.6015666,2427,1,1,0,1
-1.59961347,2434,1,1,0,1
-1.59766034,2436,1,1,0,1
-1.59570721,2438,1,1,0,1
-1.59375408,2439,1,1,0,1
-1.59180095,2443,1,1,0,1
-1.58984782,2447,1,1,0,1
-1.58789469,2453,1,1,0,1
-1.58594156,2458,1,1,0,1
-1.58398843,2461,1,1,0,1
-1.5820353,2466,1,1,0,1
-1.58008217,2470,1,1,0,1
-1.57812904,2479,1,1,0,1
-1.57617591,2490,1,1,0,1
-1.57422278,2500,1,1,0,1
-1.57226965,2513,1,1,0,1
-1.57031652,2524,1,1,0,1
-1.56836339,2533,1,1,0,1
-1.56641026,2539,1,1,0,1
-1.56445713,2543,1,1,0,1
-1.562504,2547,1,1,0,1
-1.56055087,2551,1,1,0,1
-1.55859774,2558,1,1,0,1
-1.55664461,2567,1,1,0,1
-1.55469148,2574,1,1,0,1
-1.55273835,2580,1,1,0,1
-1.55078522,2584,1,1,0,1
-1.54883209,2583,1,1,0,1
-1.54687896,2582,1,1,0,1
-1.54492583,2582,1,1,0,1
-1.5429727,2582,1,1,0,1
-1.54101957,2583,1,1,0,1
-1.53906644,2585,1,1,0,1
-1.53711331,2583,1,1,0,1
-1.53516018,2581,1,1,0,1
-1.53320705,2572,1,1,0,1
-1.53125392,2559,1,1,0,1
-1.52930079,2549,1,1,0,1
-1.52734766,2528,0,0,0,0
-1.52539453,2048,0,0,0,0
-1.5234414,0,0,1,0,0
-1.52148827,2523,1,1,0,1
-1.51953514,2517,1,1,0,1
-1.51758201,2507,1,1,0,1
-1.51562888,2499,1,1,0,1
-1.51367575,2487,1,1,0,1
-1.51172262,2474,1,1,0,1
-1.50976949,2455,1,1,0,1
-1.50781636,2442,1,1,0,1
-1.50586323,2429,1,1,0,1
-1.5039101,2414,1,1,0,1
-1.50195697,2399,1,1,0,1
-1.50000384,2381,1,1,0,1
-1.49805071,2362,1,1,0,1
-1.49609758,2343,1,1,0,1
-1.49414445,2326,1,1,0,1
-1.49219132,2311,1,1,0,1
-1.49023819,2295,1,1,0,1
-1.48828506,2279,1,1,0,1
-1.48633193,2261,1,1,0,1
-1.4843788,2239,1,1,0,1
-1.48242567,2213,1,1,0,1
-1.48047254,2186,1,1,0,1
-1.47851941,2162,1,1,0,1
-1.47656628,2141,1,1,0,1
-1.47461315,2121,1,1,0,1
-1.47266002,2097,1,1,0,1
-1.47070689,2071,1,1,0,1
-1.46875376,2042,1,1,0,1
-1.46680063,2012,1,1,0,1
-1.4648475,1979,1,1,0,1
-1.46289437,1945,1,1,0,1
-1.46094124,1909,1,1,0,1
-1.45898811,1875,1,1,0,1
-1.45703498,1845,1,1,0,1
-1.45508185,1818,1,1,0,1
-1.45312872,1794,1,1,0,1
-1.45117559,1770,1,1,0,1
-1.44922246,1750,1,1,0,1
-1.44726933,1729,1,1,0,1
-1.4453162,1706,0,1,0,0
-1.44336307,1664,0,0,0,0
-1.44140994,0,0,0,0,0
-1.43945681,0,0,1,1,0
-1.43750368,1657,1,1,0,1
-1.43555055,1646,1,1,0,1
-1.43359742,1636,1,1,0,1
-1.43164429,1625,1,1,0,1
-1.42969116,1615,1,1,0,1
-1.42773803,1607,1,1,0,1
-1.4257849,1599,1,1,0,1
-1.42383177,1593,1,1,0,1
-1.42187864,1590,1,1,0,1
-1.41992551,1589,1,1,0,1
-1.41797238,1590,1,1,0,1
-1.41601925,1591,1,1,0,1
-1.41406612,1595,1,1,0,1
-1.41211299,1599,1,1,0,1
-1.41015986,1606,1,1,0,1
-1.40820673,1614,1,1,0,1
-1.4062536,1622,1,1,0,1
-1.40430047,1630,1,1,0,1
-1.40234734,1636,1,1,0,1
-1.40039421,1641,1,1,0,1
-1.39844108,1646,1,1,0,1
-1.39648795,1650,1,1,0,1
-1.39453482,1653,1,1,0,1
-1.39258169,1657,1,1,0,1
-1.39062856,1666,1,1,0,1
-1.38867543,1673,1,1,0,1
-1.3867223,1677,1,1,0,1
-1.38476917,1681,1,1,0,1
-1.38281604,1686,1,1,0,1
-1.38086291,1695,1,1,0,1
-1.37890978,1705,1,1,0,1
