#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA2ABB
#Date Time: 2024-08-13 19:49:56.721
#Sample rate: 500Hz
#Samples: 4096

Time (s),Data,DV,MISO,MOSI,SCK
-1.624,719,1,1,0,1
-1.622,661,1,1,0,1
-1.62,607,1,1,0,1
-1.618,577,1,1,0,1
-1.616,578,1,1,0,1
-1.614,601,1,1,0,1
-1.612,630,1,1,0,1
-1.61,651,1,1,0,1
-1.608,650,1,1,0,1
-1.606,630,1,1,0,1
-1.604,605,1,1,0,1
-1.602,595,1,1,0,1
-1.6,611,1,1,0,1
-1.598,654,1,1,0,1
-1.596,706,1,1,0,1
-1.594,751,1,1,0,1
-1.592,775,1,1,0,1
-1.59,777,1,1,0,1
-1.588,767,1,1,0,1
-1.586,765,1,1,0,1
-1.584,785,1,1,0,1
-1.582,826,1,1,0,1
-1.58,878,1,1,0,1
-1.578,926,1,1,0,1
-1.576,958,1,1,0,1
-1.574,969,1,1,0,1
-1.572,961,1,1,0,1
-1.57,951,1,1,0,1
-1.568,959,1,1,0,1
-1.566,989,1,1,0,1
-1.564,1039,1,1,0,1
-1.562,1091,1,1,0,1
-1.56,1129,1,1,0,1
-1.558,1143,1,1,0,1
-1.556,1135,1,1,0,1
-1.554,1123,1,1,0,1
-1.552,1126,1,1,0,1
-1.55,1150,1,1,0,1
-1.548,1195,1,1,0,1
-1.546,1247,1,1,0,1
-1.544,1294,1,1,0,1
-1.542,1318,1,1,0,1
-1.54,1320,1,1,0,1
-1.538,1311,1,1,0,1
-1.536,1313,1,1,0,1
-1.534,1336,1,1,0,1
-1.532,1382,1,1,0,1
-1.53,1442,1,1,0,1
-1.528,1498,1,1,0,1
-1.526,1539,1,1,0,1
-1.524,1553,1,1,0,1
-1.522,1546,1,1,0,1
-1.52,1539,1,1,0,1
-1.518,1548,1,1,0,1
-1.516,1581,1,1,0,1
-1.514,1627,1,1,0,1
-1.512,1674,1,1,0,1
-1.51,1705,1,1,0,1
-1.508,1713,1,1,0,1
-1.506,1700,1,1,0,1
-1.504,1679,1,1,0,1
-1.502,1671,1,1,0,1
-1.5,1684,1,1,0,1
-1.498,1721,1,1,0,1
-1.496,1772,1,1,0,1
-1.494,1819,1,1,0,1
-1.492,1847,1,1,0,1
-1.49,1859,1,1,0,1
-1.488,1861,1,1,0,1
-1.486,1870,1,1,0,1
-1.484,1899,1,1,0,1
-1.482,1947,1,1,0,1
-1.48,1997,1,1,0,1
-1.478,2034,1,1,0,1
-1.476,2045,1,1,0,1
-1.474,2025,1,1,0,1
-1.472,1981,1,1,0,1
-1.47,1934,1,1,0,1
-1.468,1905,1,1,0,1
-1.466,1894,1,1,0,1
-1.464,1895,1,1,0,1
-1.462,1889,1,1,0,1
-1.46,1859,1,1,0,1
-1.458,1796,1,1,0,1
-1.456,1707,1,1,0,1
-1.454,1611,1,1,0,1
-1.452,1533,1,1,0,1
-1.45,1485,1,1,0,1
-1.448,1461,1,1,0,1
-1.446,1451,1,1,0,1
-1.444,1437,1,1,0,1
-1.442,1407,1,1,0,1
-1.44,1363,1,1,0,1
-1.438,1309,1,1,0,1
-1.436,1267,1,1,0,1
-1.434,1251,1,1,0,1
-1.432,1265,1,1,0,1
-1.43,1294,1,1,0,1
-1.428,1322,1,1,0,1
-1.426,1335,1,1,0,1
